['Time', '0: 2008-09-05', '1: 2009-01-14', '2: 2009-03-19', '3: 2012-03-06', '4: 2012-11-14', '5: 2012-12-12', '6: 2013-12-12', '7: 2014-03-24', '8: 2015-05-27', '9: 2016-05-26', '10: 2017-09-15', '11: 2017-09-22', '12: 2018-02-19', '13: 2019-05-22', '14: 2019-08-13', '15: 2021-04-06', '16: 2021-07-10', '17: 2022-01-03', '18: 2022-05-25', '19: 2024-02-28', '20: 2024-03-08', 'Count']
['2000-03-11 14:07:04', "(Saturn,43.348,(r)) (H4,223.438,(c)) (opposition,5')\n(H4,231.768,(r)) (Moon,51.760,(c)) (opposition,0')", "(Pluto,252.898,(r)) (H1,117.904,(c)) (135-sesquisquare,0')\n(Pluto,252.898,(r)) (H7,297.904,(c)) (45-semisquare,0')", "(Venus,327.658,(r)) (H7,297.719,(c)) (30-semisextile,4')\n(Pluto,252.898,(r)) (H4,222.907,(c)) (30-semisextile,1')", "(H9,22.484,(r)) (Jupiter,22.343,(c)) (conjunction,8')", '4', '5', '6', '7', "(Sun,351.310,(r)) (H1,111.324,(c)) (trine,1')", "(Neptune,305.691,(r)) (H10,35.676,(c)) (square,1')", '10', '11', "(Moon,59.041,(r)) (H7,328.995,(d)) (square,3')\n(H4,231.768,(r)) (Mean_Node,141.704,(d)) (square,4')", "(Saturn,43.348,(r)) (H9,43.390,(d)) (conjunction,3')", '14', '15', "(Mercury,333.343,(r)) (H1,153.327,(d)) (opposition,1')", '17', '18', "(H4,231.768,(r)) (Moon,81.768,(d)) (150-quincunx,0')\n(Venus,327.658,(r)) (H1,102.681,(c)) (135-sesquisquare,1')\n(Venus,327.658,(r)) (H4,207.706,(c)) (trine,3')\n(H1,127.538,(r)) (Mean_Node,97.466,(c)) (30-semisextile,4')", "(H10,51.768,(r)) (Moon,81.790,(d)) (30-semisextile,1')\n(Venus,327.658,(r)) (H1,102.657,(c)) (135-sesquisquare,0')\n(Venus,327.658,(r)) (H10,27.680,(c)) (sextile,1')\n(Uranus,318.712,(r)) (H6,258.707,(c)) (sextile,0')", 298]
['2000-03-11 09:25:35', '0', "(Mean_Node,121.339,(r)) (H4,166.425,(d)) (45-semisquare,5')\n(H4,157.072,(r)) (Venus,337.178,(d)) (opposition,6')", "(H7,240.499,(r)) (Sun,0.511,(d)) (trine,1')", "(Jupiter,34.726,(r)) (H10,349.776,(d)) (45-semisquare,3')", '4', "(Neptune,305.685,(r)) (H10,350.599,(d)) (45-semisquare,5')", "(H10,337.072,(r)) (Moon,67.071,(d)) (square,0')", '7', "(Mars,21.371,(r)) (H4,141.418,(c)) (trine,3')", "(Sun,351.115,(r)) (H12,51.074,(d)) (sextile,2')", "(H3,123.176,(r)) (Sun,333.122,(c)) (150-quincunx,3')", '11', "(Uranus,318.702,(r)) (H4,138.672,(c)) (opposition,2')", '13', "(Uranus,318.702,(r)) (H12,18.679,(c)) (sextile,1')", "(H4,157.072,(r)) (Moon,37.120,(c)) (trine,3')", "(Uranus,318.702,(r)) (H1,78.772,(d)) (trine,4')", '17', "(Moon,56.302,(r)) (H9,326.313,(d)) (square,1')", "(Sun,351.115,(r)) (H1,81.075,(d)) (square,2')", "(Sun,351.115,(r)) (H1,81.097,(d)) (square,1')", 234]
['2000-03-11 10:28:31', "(Saturn,43.334,(r)) (H12,43.320,(c)) (conjunction,1')", '1', "(Uranus,318.705,(r)) (H4,183.768,(d)) (135-sesquisquare,4')", "(H9,319.648,(r)) (Mercury,319.604,(c)) (conjunction,3')", "(Mercury,333.397,(r)) (H9,333.445,(d)) (conjunction,3')\n(Mercury,333.397,(r)) (H1,63.324,(c)) (square,4')", "(Mercury,333.397,(r)) (H9,333.530,(d)) (conjunction,8')", "(H1,74.162,(r)) (Moon,44.170,(c)) (30-semisextile,0')", '7', "(Venus,327.471,(r)) (H1,87.491,(d)) (trine,1')\n(Mean_Node,121.337,(r)) (H8,271.293,(c)) (150-quincunx,3')", "(Saturn,43.334,(r)) (H1,88.387,(d)) (45-semisquare,3')\n(H8,285.433,(r)) (Mean_Node,105.502,(c)) (opposition,4')", "(H3,139.648,(r)) (Mean_Node,139.794,(d)) (conjunction,9')", "(Mars,21.404,(r)) (H12,66.347,(d)) (45-semisquare,3')\n(Pluto,252.897,(r)) (H10,12.879,(d)) (trine,1')", "(Mean_Node,121.337,(r)) (H3,121.252,(c)) (conjunction,5')", '13', "(Mercury,333.397,(r)) (H10,333.503,(c)) (conjunction,6')\n(Mercury,333.397,(r)) (H12,33.429,(c)) (sextile,2')\n(H1,74.162,(r)) (Uranus,299.230,(c)) (135-sesquisquare,4')", '15', "(Pluto,252.897,(r)) (H9,297.924,(c)) (45-semisquare,2')", "(Mercury,333.397,(r)) (H1,93.479,(d)) (trine,5')\n(Venus,327.471,(r)) (H3,117.451,(c)) (150-quincunx,1')", "(H10,354.080,(r)) (Mercury,309.170,(c)) (45-semisquare,5')", '19', '20', 311]
['2000-03-11 09:05:04', '0', '1', '2', "(H10,331.628,(r)) (Uranus,331.457,(d)) (conjunction,10')", "(Uranus,318.702,(r)) (H10,318.714,(c)) (conjunction,1')", "(Uranus,318.702,(r)) (H10,318.637,(c)) (conjunction,4')", '6', "(Mean_Node,121.340,(r)) (H4,166.389,(d)) (45-semisquare,3')", '8', "(Uranus,318.702,(r)) (H10,348.707,(d)) (30-semisextile,0')", "(H10,331.628,(r)) (Uranus,301.569,(c)) (30-semisextile,4')", "(H10,331.628,(r)) (Uranus,301.551,(c)) (30-semisextile,5')", '12', "(H1,56.067,(r)) (Saturn,26.084,(c)) (30-semisextile,1')", '14', '15', "(H10,331.628,(r)) (Saturn,61.694,(d)) (square,4')\n(H9,298.025,(r)) (Uranus,297.906,(c)) (conjunction,7')", '17', "(H1,56.067,(r)) (Mercury,356.105,(d)) (sextile,2')", "(H1,56.067,(r)) (Jupiter,56.060,(d)) (conjunction,0')\n(H1,56.067,(r)) (Mean_Node,146.081,(d)) (square,1')\n(H3,118.025,(r)) (Mercury,357.994,(d)) (trine,2')", "(H1,56.067,(r)) (Jupiter,56.082,(d)) (conjunction,1')", 257]
['2000-03-11 08:15:12', "(Venus,327.356,(r)) (H4,147.306,(d)) (opposition,3')\n(Pluto,252.897,(r)) (H12,27.936,(d)) (135-sesquisquare,2')", "(H4,138.711,(r)) (Venus,318.844,(c)) (opposition,8')", "(H4,138.711,(r)) (Venus,318.672,(c)) (opposition,2')", "(Moon,55.617,(r)) (H1,55.476,(d)) (conjunction,8')\n(Venus,327.356,(r)) (H9,297.345,(d)) (30-semisextile,1')\n(H1,45.278,(r)) (Jupiter,45.165,(d)) (conjunction,7')", "(H10,318.711,(r)) (Sun,3.772,(d)) (45-semisquare,4')", "(H9,285.903,(r)) (Mercury,345.836,(d)) (sextile,4')\n(H9,285.903,(r)) (Jupiter,45.835,(d)) (trine,4')", "(Mercury,333.431,(r)) (H1,33.467,(c)) (sextile,2')", "(H7,225.278,(r)) (Mean_Node,135.290,(d)) (square,1')\n(H4,138.711,(r)) (Mercury,318.826,(c)) (opposition,7')", "(Mean_Node,121.342,(r)) (H8,241.271,(c)) (trine,4')", "(Mean_Node,121.342,(r)) (H1,31.345,(c)) (square,0')", "(H10,318.711,(r)) (Mean_Node,138.856,(d)) (opposition,9')", "(Uranus,318.700,(r)) (H12,3.682,(c)) (45-semisquare,1')", "(Mean_Node,121.342,(r)) (H4,121.224,(c)) (conjunction,7')\n(H4,138.711,(r)) (Jupiter,18.645,(c)) (trine,4')", "(Saturn,43.325,(r)) (H9,268.302,(c)) (135-sesquisquare,1')", '14', '15', "(Mercury,333.431,(r)) (H1,63.409,(d)) (square,1')\n(H1,45.278,(r)) (Neptune,285.369,(c)) (trine,5')", '17', "(Moon,55.617,(r)) (H9,265.590,(c)) (150-quincunx,2')", "(H1,45.278,(r)) (Moon,75.339,(d)) (30-semisextile,4')\n(Moon,55.617,(r)) (H4,115.546,(c)) (sextile,4')", "(H1,45.278,(r)) (Moon,75.361,(d)) (30-semisextile,5')", 399]
['2000-03-11 10:24:15', "(Venus,327.467,(r)) (H12,57.442,(d)) (square,2')\n(H4,172.917,(r)) (Mean_Node,112.923,(c)) (sextile,0')", "(Neptune,305.687,(r)) (H1,65.662,(c)) (trine,1')\n(Neptune,305.687,(r)) (H7,245.662,(c)) (sextile,1')\n(H4,172.917,(r)) (Mercury,322.923,(c)) (150-quincunx,0')", "(H7,253.228,(r)) (Jupiter,43.250,(d)) (150-quincunx,1')\n(H3,138.497,(r)) (Venus,318.428,(c)) (opposition,4')", "(Sun,351.155,(r)) (H9,306.116,(c)) (45-semisquare,2')", '4', "(H10,352.917,(r)) (Neptune,292.870,(c)) (sextile,3')", "(Mercury,333.398,(r)) (H3,153.434,(d)) (opposition,2')", "(Mean_Node,121.337,(r)) (H7,241.251,(c)) (trine,5')\n(H7,253.228,(r)) (Venus,313.257,(c)) (sextile,2')", '8', "(Neptune,305.687,(r)) (H10,335.724,(c)) (30-semisextile,2')", '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', 168]
['2000-03-11 11:39:36', '0', "(H1,90.070,(r)) (Neptune,315.066,(d)) (135-sesquisquare,0')\n(H7,270.070,(r)) (Neptune,315.066,(d)) (45-semisquare,0')", "(Jupiter,34.745,(r)) (H3,169.781,(d)) (135-sesquisquare,2')\n(H3,159.493,(r)) (Uranus,309.447,(c)) (150-quincunx,3')", "(H1,90.070,(r)) (Venus,315.094,(c)) (135-sesquisquare,1')", '4', "(H1,90.070,(r)) (Mean_Node,135.002,(d)) (45-semisquare,4')\n(Uranus,318.707,(r)) (H1,78.767,(c)) (trine,4')", "(Pluto,252.898,(r)) (H1,102.889,(d)) (150-quincunx,0')\n(Pluto,252.898,(r)) (H10,27.931,(d)) (135-sesquisquare,2')\n(H1,90.070,(r)) (Moon,44.977,(c)) (45-semisquare,6')", '7', '8', "(Sun,351.208,(r)) (H8,321.123,(d)) (30-semisextile,5')", '10', "(Mars,21.440,(r)) (H12,51.375,(c)) (30-semisextile,4')", "(H3,159.493,(r)) (Uranus,339.587,(d)) (opposition,6')", '13', "(Mercury,333.379,(r)) (H1,108.438,(d)) (135-sesquisquare,4')\n(Pluto,252.898,(r)) (H1,73.001,(c)) (opposition,6')", '15', "(Neptune,305.688,(r)) (H10,35.710,(d)) (square,1')", "(Sun,351.208,(r)) (H10,36.202,(d)) (45-semisquare,0')", "(Sun,351.208,(r)) (H1,111.230,(d)) (trine,1')\n(Jupiter,34.745,(r)) (H10,349.658,(c)) (45-semisquare,5')\n(H9,339.493,(r)) (Mean_Node,99.568,(c)) (trine,4')", '19', '20', 205]
['2000-03-11 09:01:59', '0', '1', "(Uranus,318.701,(r)) (H3,108.613,(c)) (150-quincunx,5')", "(Uranus,318.701,(r)) (H10,318.627,(c)) (conjunction,4')", '4', '5', "(Mercury,333.419,(r)) (H12,18.367,(c)) (45-semisquare,3')", '7', '8', "(H10,330.821,(r)) (Mean_Node,105.818,(c)) (135-sesquisquare,0')", '10', '11', "(Jupiter,34.723,(r)) (H4,169.728,(d)) (135-sesquisquare,0')\n(H7,235.405,(r)) (Pluto,265.467,(d)) (30-semisextile,4')", "(H1,55.405,(r)) (Neptune,325.386,(d)) (square,1')\n(Saturn,43.328,(r)) (H12,13.291,(c)) (30-semisextile,2')", "(Mars,21.359,(r)) (H10,351.310,(d)) (30-semisextile,3')", "(Saturn,43.328,(r)) (H1,73.355,(d)) (30-semisextile,2')\n(Saturn,43.328,(r)) (H7,253.355,(d)) (150-quincunx,2')", '16', '17', "(H9,297.264,(r)) (Uranus,297.094,(c)) (conjunction,10')", "(Jupiter,34.723,(r)) (H3,94.766,(c)) (sextile,3')\n(H1,55.405,(r)) (Uranus,295.421,(c)) (trine,1')", "(H1,55.405,(r)) (Uranus,295.398,(c)) (trine,0')", 173]
['2000-03-11 09:29:12', "(H4,158.033,(r)) (Mean_Node,113.049,(c)) (45-semisquare,1')", '1', '2', "(Sun,351.117,(r)) (H1,51.099,(c)) (sextile,1')", "(H10,338.033,(r)) (Sun,338.014,(c)) (conjunction,1')\n(H10,338.033,(r)) (Jupiter,23.053,(c)) (45-semisquare,1')", "(H10,338.033,(r)) (Sun,337.936,(c)) (conjunction,6')\n(H10,338.033,(r)) (Jupiter,22.981,(c)) (45-semisquare,3')\n(H10,338.033,(r)) (Neptune,293.086,(c)) (45-semisquare,3')", "(Pluto,252.897,(r)) (H1,73.013,(d)) (opposition,7')\n(H10,338.033,(r)) (Mars,8.070,(c)) (30-semisextile,2')", "(Uranus,318.702,(r)) (H3,138.528,(d)) (opposition,10')", '8', "(H10,338.033,(r)) (Sun,8.034,(d)) (30-semisextile,0')\n(Mars,21.373,(r)) (H10,321.334,(c)) (sextile,2')", "(Mean_Node,121.339,(r)) (H1,76.255,(d)) (45-semisquare,5')", "(H10,338.033,(r)) (Mars,38.029,(d)) (sextile,0')\n(Mars,21.373,(r)) (H12,21.285,(c)) (conjunction,5')", "(H4,158.033,(r)) (Uranus,338.082,(d)) (opposition,3')", '13', '14', "(Moon,56.337,(r)) (H12,56.188,(d)) (conjunction,9')\n(Saturn,43.330,(r)) (H1,43.356,(c)) (conjunction,2')\n(Saturn,43.330,(r)) (H7,223.356,(c)) (opposition,2')", '16', '17', "(Venus,327.420,(r)) (H9,327.311,(d)) (conjunction,7')", "(Uranus,318.702,(r)) (H4,183.613,(d)) (135-sesquisquare,5')", "(Uranus,318.702,(r)) (H10,3.640,(d)) (45-semisquare,4')", 316]
['2000-03-11 08:01:36', '0', '1', "(Jupiter,34.714,(r)) (H7,214.568,(c)) (opposition,9')", "(Venus,327.345,(r)) (H10,327.347,(d)) (conjunction,0')", "(Mean_Node,121.342,(r)) (H1,31.406,(c)) (square,4')\n(H10,315.269,(r)) (Venus,315.128,(c)) (conjunction,8')", "(Mean_Node,121.342,(r)) (H1,31.339,(c)) (square,0')", "(H3,102.677,(r)) (Moon,42.696,(c)) (sextile,1')", "(H4,135.269,(r)) (Mean_Node,135.222,(d)) (conjunction,3')\n(H7,222.322,(r)) (Moon,42.452,(c)) (opposition,8')", '8', '9', '10', '11', "(Mercury,333.435,(r)) (H4,153.500,(d)) (opposition,4')\n(Pluto,252.897,(r)) (H4,117.953,(c)) (135-sesquisquare,3')\n(H4,135.269,(r)) (Mercury,315.174,(c)) (opposition,6')", '13', '14', '15', '16', "(H3,102.677,(r)) (Sun,12.740,(d)) (square,4')\n(H10,315.269,(r)) (Jupiter,15.269,(c)) (sextile,0')", '18', "(H1,42.322,(r)) (Mercury,357.349,(d)) (45-semisquare,2')\n(H4,135.269,(r)) (Moon,75.344,(d)) (sextile,5')\n(H3,102.677,(r)) (Sun,327.603,(c)) (135-sesquisquare,4')", "(H1,42.322,(r)) (Mercury,357.375,(d)) (45-semisquare,3')", 275]
['2000-03-11 11:13:36', "(H4,186.386,(r)) (Saturn,51.352,(d)) (135-sesquisquare,2')\n(Moon,57.352,(r)) (H4,177.273,(c)) (trine,5')", "(Mean_Node,121.335,(r)) (H1,76.420,(c)) (45-semisquare,5')\n(Mean_Node,121.335,(r)) (H7,256.420,(c)) (135-sesquisquare,5')", "(Mean_Node,121.335,(r)) (H7,256.269,(c)) (135-sesquisquare,4')\n(H3,152.093,(r)) (Pluto,242.127,(c)) (square,2')", "(H10,6.386,(r)) (Uranus,306.459,(c)) (sextile,4')", "(Mean_Node,121.335,(r)) (H9,346.392,(d)) (135-sesquisquare,3')", "(Neptune,305.688,(r)) (H1,95.696,(d)) (150-quincunx,0')", '6', "(Sun,351.190,(r)) (H4,171.324,(c)) (opposition,8')", "(H8,296.675,(r)) (Pluto,236.756,(c)) (sextile,5')", "(H1,84.157,(r)) (Pluto,264.174,(d)) (opposition,1')", "(H3,152.093,(r)) (Sun,332.103,(c)) (opposition,1')", '11', "(Pluto,252.897,(r)) (H3,132.848,(c)) (trine,3')", '13', "(H1,84.157,(r)) (Mercury,354.213,(d)) (square,3')", "(H1,84.157,(r)) (Mean_Node,144.171,(d)) (sextile,1')\n(H7,264.157,(r)) (Mean_Node,144.171,(d)) (trine,1')", "(Neptune,305.688,(r)) (H1,65.715,(c)) (trine,2')\n(H10,6.386,(r)) (Pluto,231.425,(c)) (135-sesquisquare,2')", '17', "(Moon,57.352,(r)) (H9,357.359,(d)) (sextile,0')", "(Mercury,333.385,(r)) (H1,63.472,(c)) (square,5')", "(Mercury,333.385,(r)) (H1,63.451,(c)) (square,4')", 309]
['2000-03-11 08:28:23', '0', "(Moon,55.745,(r)) (H1,55.660,(d)) (conjunction,5')\n(Moon,55.745,(r)) (H7,235.660,(d)) (opposition,5')\n(Mean_Node,121.341,(r)) (H12,31.343,(d)) (square,0')\n(Saturn,43.326,(r)) (H4,133.264,(c)) (square,4')", "(Moon,55.745,(r)) (H7,235.808,(d)) (opposition,4')\n(Mean_Node,121.341,(r)) (H4,151.314,(d)) (30-semisextile,2')\n(H7,228.141,(r)) (Pluto,258.093,(d)) (30-semisextile,3')", "(H1,48.141,(r)) (Sun,3.173,(d)) (45-semisquare,2')", "(Mean_Node,121.341,(r)) (H9,301.321,(d)) (opposition,1')\n(H9,289.063,(r)) (Mean_Node,109.232,(c)) (opposition,10')", "(Mean_Node,121.341,(r)) (H9,301.397,(d)) (opposition,3')\n(H9,289.063,(r)) (Mean_Node,109.160,(c)) (opposition,6')", "(H3,109.063,(r)) (Mercury,318.974,(c)) (150-quincunx,5')", "(Sun,351.075,(r)) (H7,216.123,(c)) (135-sesquisquare,3')\n(H4,142.086,(r)) (Jupiter,22.095,(c)) (trine,1')", "(H4,142.086,(r)) (Mars,7.086,(c)) (135-sesquisquare,0')", "(H8,257.586,(r)) (Mean_Node,137.592,(d)) (trine,0')\n(H10,322.086,(r)) (Neptune,321.997,(d)) (conjunction,5')\n(Sun,351.075,(r)) (H10,306.096,(c)) (45-semisquare,1')", "(Sun,351.075,(r)) (H3,126.149,(d)) (135-sesquisquare,4')", '11', "(Mercury,333.428,(r)) (H7,243.384,(d)) (square,3')", '13', "(H1,48.141,(r)) (Mars,3.109,(c)) (45-semisquare,2')", "(Mercury,333.428,(r)) (H12,3.513,(c)) (30-semisextile,5')\n(Mean_Node,121.341,(r)) (H4,121.444,(c)) (conjunction,6')", "(Mars,21.341,(r)) (H1,66.266,(d)) (45-semisquare,5')", '17', '18', '19', '20', 322]
['2000-03-11 11:21:20', '0', '1', "(H7,265.902,(r)) (Mean_Node,130.835,(d)) (135-sesquisquare,4')", "(Sun,351.195,(r)) (H10,21.229,(d)) (30-semisextile,2')\n(Sun,351.195,(r)) (H9,321.184,(c)) (30-semisextile,1')\n(H9,334.279,(r)) (Mean_Node,109.365,(c)) (135-sesquisquare,5')", "(Uranus,318.706,(r)) (H9,348.646,(d)) (30-semisextile,4')", "(Uranus,318.706,(r)) (H9,348.734,(d)) (30-semisextile,2')\n(H10,8.493,(r)) (Moon,68.409,(d)) (sextile,5')", '6', "(H3,154.279,(r)) (Uranus,304.329,(c)) (150-quincunx,3')", '8', "(Sun,351.195,(r)) (H10,351.102,(c)) (conjunction,6')\n(H1,85.902,(r)) (Pluto,235.974,(c)) (150-quincunx,4')", "(Jupiter,34.742,(r)) (H10,349.705,(c)) (45-semisquare,2')", '11', "(Moon,57.428,(r)) (H4,207.457,(d)) (150-quincunx,2')\n(Moon,57.428,(r)) (H7,282.450,(d)) (135-sesquisquare,1')\n(Venus,327.516,(r)) (H4,207.457,(d)) (trine,4')\n(Venus,327.516,(r)) (H7,282.450,(d)) (45-semisquare,4')\n(H7,265.902,(r)) (Pluto,265.860,(d)) (conjunction,3')\n(H7,265.902,(r)) (Moon,40.962,(c)) (135-sesquisquare,4')", '13', "(H1,85.902,(r)) (Mars,40.940,(d)) (45-semisquare,2')\n(Saturn,43.337,(r)) (H9,313.354,(c)) (square,1')", '15', "(Mars,21.431,(r)) (H12,81.516,(d)) (sextile,5')", '17', "(H1,85.902,(r)) (Jupiter,55.898,(d)) (30-semisextile,0')\n(H10,8.493,(r)) (Mercury,308.430,(c)) (sextile,4')", "(Mercury,333.383,(r)) (H1,108.338,(d)) (135-sesquisquare,3')", "(Mercury,333.383,(r)) (H1,108.363,(d)) (135-sesquisquare,1')\n(H6,242.744,(r)) (Venus,302.816,(c)) (sextile,4')", 271]
['2000-03-11 11:37:04', "(Uranus,318.707,(r)) (H4,183.683,(c)) (135-sesquisquare,1')\n(H4,192.769,(r)) (Mars,12.678,(c)) (opposition,5')", "(Mercury,333.380,(r)) (H4,183.298,(c)) (150-quincunx,5')", '2', '3', '4', "(H9,338.766,(r)) (Moon,68.709,(d)) (square,3')\n(H10,12.769,(r)) (Venus,342.712,(d)) (30-semisextile,3')", '6', "(Moon,57.581,(r)) (H4,207.552,(d)) (150-quincunx,2')\n(Moon,57.581,(r)) (H7,282.538,(d)) (135-sesquisquare,3')\n(Venus,327.530,(r)) (H4,207.552,(d)) (trine,1')\n(Venus,327.530,(r)) (H7,282.538,(d)) (45-semisquare,1')", "(H4,192.769,(r)) (Saturn,57.679,(d)) (135-sesquisquare,5')", "(H10,12.769,(r)) (Moon,42.707,(c)) (30-semisextile,4')", '10', '11', '12', '13', '14', "(H4,192.769,(r)) (Mars,42.731,(d)) (150-quincunx,2')\n(H1,89.488,(r)) (Mars,359.458,(c)) (square,2')\n(H7,269.488,(r)) (Mars,359.458,(c)) (square,2')", '16', '17', "(H10,12.769,(r)) (Jupiter,12.847,(c)) (conjunction,5')", "(H4,192.769,(r)) (Jupiter,57.699,(d)) (135-sesquisquare,4')\n(H4,192.769,(r)) (Mean_Node,147.786,(d)) (45-semisquare,1')", "(Venus,327.530,(r)) (H6,267.463,(d)) (sextile,4')\n(H10,12.769,(r)) (Jupiter,57.722,(d)) (45-semisquare,3')", 208]
['2000-03-11 08:26:23', "(H1,47.708,(r)) (Pluto,257.653,(d)) (150-quincunx,3')\n(H7,227.708,(r)) (Pluto,257.653,(d)) (30-semisextile,3')", '1', "(H3,108.582,(r)) (Venus,318.652,(c)) (150-quincunx,4')", '3', '4', "(Jupiter,34.718,(r)) (H10,334.666,(d)) (sextile,3')", '6', '7', '8', "(Neptune,305.684,(r)) (H10,305.607,(c)) (conjunction,5')", "(H3,108.582,(r)) (Sun,333.631,(c)) (135-sesquisquare,3')", '11', "(Sun,351.074,(r)) (H3,126.069,(d)) (135-sesquisquare,0')\n(H3,108.582,(r)) (Jupiter,18.570,(c)) (square,1')", '13', '14', "(Saturn,43.325,(r)) (H4,163.416,(d)) (trine,5')\n(Neptune,305.684,(r)) (H1,65.611,(d)) (trine,4')\n(Neptune,305.684,(r)) (H7,245.611,(d)) (sextile,4')", "(H10,321.572,(r)) (Pluto,231.592,(c)) (square,1')", '17', '18', '19', '20', 161]
['2000-03-11 14:44:00', "(Pluto,252.898,(r)) (H12,117.813,(d)) (135-sesquisquare,5')\n(H1,138.446,(r)) (Venus,318.419,(c)) (opposition,2')\n(H7,318.446,(r)) (Venus,318.419,(c)) (conjunction,2')", "(Moon,59.400,(r)) (H1,149.370,(d)) (square,2')\n(Moon,59.400,(r)) (H7,329.370,(d)) (square,2')", '2', "(Mercury,333.334,(r)) (H1,153.390,(d)) (opposition,3')", "(Uranus,318.714,(r)) (H9,18.775,(c)) (sextile,4')\n(H1,138.446,(r)) (Mean_Node,108.459,(c)) (30-semisextile,1')", "(Uranus,318.714,(r)) (H9,18.688,(c)) (sextile,2')\n(H1,138.446,(r)) (Mean_Node,108.384,(c)) (30-semisextile,4')", "(H10,60.756,(r)) (Pluto,240.672,(c)) (opposition,5')", '7', "(H8,358.231,(r)) (Saturn,28.259,(c)) (30-semisextile,2')", "(Neptune,305.692,(r)) (H12,125.799,(d)) (opposition,6')", "(Sun,351.335,(r)) (H3,231.367,(d)) (trine,2')", '11', "(Venus,327.690,(r)) (H3,192.773,(c)) (135-sesquisquare,5')", "(Pluto,252.898,(r)) (H1,162.859,(d)) (square,2')\n(H10,60.756,(r)) (Neptune,285.841,(c)) (135-sesquisquare,5')", "(Uranus,318.714,(r)) (H10,78.735,(d)) (trine,1')\n(H10,60.756,(r)) (Pluto,270.841,(d)) (150-quincunx,5')", '15', '16', '17', "(Sun,351.335,(r)) (H10,81.264,(d)) (square,4')\n(H9,32.893,(r)) (Uranus,347.882,(d)) (45-semisquare,1')\n(H9,32.893,(r)) (Venus,302.952,(c)) (square,4')", '19', '20', 298]
['2000-03-11 11:19:52', '0', "(H1,85.571,(r)) (Mean_Node,130.641,(d)) (45-semisquare,4')\n(H4,188.094,(r)) (Venus,338.051,(d)) (150-quincunx,3')\n(H7,265.571,(r)) (Mean_Node,130.641,(d)) (135-sesquisquare,4')", "(Uranus,318.706,(r)) (H7,273.719,(d)) (45-semisquare,1')", "(H10,8.094,(r)) (Sun,338.008,(c)) (30-semisextile,5')", '4', '5', '6', "(Jupiter,34.742,(r)) (H3,169.774,(d)) (135-sesquisquare,2')\n(Uranus,318.706,(r)) (H3,138.609,(c)) (opposition,6')", "(H4,188.094,(r)) (Sun,8.123,(d)) (opposition,2')\n(Saturn,43.337,(r)) (H8,283.384,(c)) (trine,3')", "(H10,8.094,(r)) (Neptune,323.185,(d)) (45-semisquare,5')\n(Moon,57.413,(r)) (H8,282.439,(c)) (135-sesquisquare,2')\n(Neptune,305.688,(r)) (H10,350.703,(c)) (45-semisquare,1')\n(H8,298.288,(r)) (Saturn,28.202,(c)) (square,5')", '10', "(H1,85.571,(r)) (Pluto,265.467,(d)) (opposition,6')", '12', "(Saturn,43.337,(r)) (H1,103.296,(d)) (sextile,2')", "(Pluto,252.897,(r)) (H9,312.967,(c)) (sextile,4')\n(H10,8.094,(r)) (Pluto,233.154,(c)) (135-sesquisquare,4')", "(H4,188.094,(r)) (Moon,38.092,(c)) (150-quincunx,0')", "(Saturn,43.337,(r)) (H12,43.510,(c)) (conjunction,10')", "(H1,85.571,(r)) (Jupiter,55.523,(d)) (30-semisextile,3')", "(H1,85.571,(r)) (Mean_Node,145.537,(d)) (sextile,2')", "(H1,85.571,(r)) (Venus,355.548,(d)) (square,1')\n(Jupiter,34.742,(r)) (H1,64.827,(c)) (30-semisextile,5')\n(H4,188.094,(r)) (Mean_Node,98.017,(c)) (square,5')", "(Mercury,333.384,(r)) (H10,33.306,(d)) (sextile,5')\n(H1,85.571,(r)) (Venus,355.577,(d)) (square,0')\n(Jupiter,34.742,(r)) (H1,64.806,(c)) (30-semisextile,4')", 341]
['2000-03-11 10:25:51', "(Mars,21.402,(r)) (H1,66.314,(c)) (45-semisquare,5')\n(Mars,21.402,(r)) (H7,246.314,(c)) (135-sesquisquare,5')\n(H4,173.353,(r)) (Mercury,323.287,(c)) (150-quincunx,4')", '1', '2', "(Mercury,333.398,(r)) (H1,63.337,(c)) (square,4')", "(H9,318.928,(r)) (Mercury,318.911,(c)) (conjunction,1')\n(H9,318.928,(r)) (Mean_Node,108.871,(c)) (150-quincunx,3')", "(H9,318.928,(r)) (Neptune,319.015,(d)) (conjunction,5')\n(Neptune,305.687,(r)) (H9,305.751,(c)) (conjunction,4')\n(H9,318.928,(r)) (Mercury,318.831,(c)) (conjunction,6')", '6', '7', "(Moon,56.888,(r)) (H1,86.884,(d)) (30-semisextile,0')\n(H8,284.786,(r)) (Venus,344.703,(d)) (sextile,5')", "(H10,353.353,(r)) (Pluto,263.322,(d)) (square,2')\n(Neptune,305.687,(r)) (H12,35.737,(c)) (square,3')", "(Jupiter,34.735,(r)) (H10,334.785,(c)) (sextile,3')", '11', "(H7,253.578,(r)) (Mercury,313.506,(c)) (sextile,4')", '13', '14', "(Mean_Node,121.337,(r)) (H12,31.305,(c)) (square,2')", '16', '17', "(H1,73.578,(r)) (Uranus,343.534,(d)) (square,3')\n(H1,73.578,(r)) (Jupiter,13.588,(c)) (sextile,1')", '19', '20', 262]
