['Time, Count, opp/conj: 0', 'sqr/tri/sext: 0', 'major: 0', 'minor: 0']
['23:33:04, 29, opp/conj: 2', 'sqr/tri/sext: 12', 'major: 14', 'minor: 15']
['23:33:12, 29, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 15']
['23:33:20, 28, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 13']
['23:33:28, 25, opp/conj: 4', 'sqr/tri/sext: 11', 'major: 15', 'minor: 10']
['23:33:36, 24, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 10']
['23:33:44, 23, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 9']
['23:33:52, 21, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 8']
['23:34:00, 20, opp/conj: 1', 'sqr/tri/sext: 12', 'major: 13', 'minor: 7']
['23:34:08, 17, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 6']
['23:34:16, 17, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 5']
['23:34:24, 14, opp/conj: 1', 'sqr/tri/sext: 9', 'major: 10', 'minor: 4']
['23:34:31, 14, opp/conj: 1', 'sqr/tri/sext: 9', 'major: 10', 'minor: 4']
['23:34:39, 14, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 3']
['23:34:47, 15, opp/conj: 1', 'sqr/tri/sext: 11', 'major: 12', 'minor: 3']
['23:34:56, 16, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 2']
['23:35:04, 16, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 2']
['23:35:12, 16, opp/conj: 3', 'sqr/tri/sext: 9', 'major: 12', 'minor: 4']
['23:35:20, 17, opp/conj: 3', 'sqr/tri/sext: 9', 'major: 12', 'minor: 5']
['23:35:28, 18, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 7']
['23:35:36, 22, opp/conj: 5', 'sqr/tri/sext: 9', 'major: 14', 'minor: 8']
['23:35:44, 22, opp/conj: 6', 'sqr/tri/sext: 9', 'major: 15', 'minor: 7']
['23:35:52, 24, opp/conj: 6', 'sqr/tri/sext: 10', 'major: 16', 'minor: 8']
['23:36:00, 23, opp/conj: 5', 'sqr/tri/sext: 8', 'major: 13', 'minor: 10']
['23:36:08, 23, opp/conj: 5', 'sqr/tri/sext: 8', 'major: 13', 'minor: 10']
['23:36:15, 23, opp/conj: 4', 'sqr/tri/sext: 7', 'major: 11', 'minor: 12']
['23:36:23, 19, opp/conj: 1', 'sqr/tri/sext: 7', 'major: 8', 'minor: 11']
['23:36:31, 15, opp/conj: 1', 'sqr/tri/sext: 3', 'major: 4', 'minor: 11']
['23:36:39, 17, opp/conj: 3', 'sqr/tri/sext: 4', 'major: 7', 'minor: 10']
