['Time', 'Event0', 'Event1', 'Event2', 'Event3', 'Event4', 'Event5', 'Event6', 'Event7', 'Event8', 'Event9', 'Event10', 'Event11', 'Event12', 'Event13', 'Event14', 'Count']
['17:09:04', "(MC,272.245,(r)) (Mean_Node,152.215,(c)) (trine,2')", '', '', "(Uranus,55.552,(r)) (ASC,55.728,(d)) (conjunction,11')", '', '', '', "(Moon,303.364,(r)) (ASC,63.325,(d)) (trine,2')", '', '', '', '', "(Uranus,55.552,(r)) (ASC,295.491,(c)) (trine,4')", '', "(MC,272.245,(r)) (Saturn,92.397,(d)) (opposition,9')", 5]
['17:09:12', "(MC,272.276,(r)) (Mean_Node,152.196,(c)) (trine,5')", '', '', '', '', '', '', "(Moon,303.366,(r)) (ASC,63.372,(d)) (trine,0')", '', '', "(ASC,6.484,(r)) (Neptune,246.538,(d)) (trine,3')", '', "(Uranus,55.552,(r)) (ASC,295.537,(c)) (trine,1')", '', "(MC,272.276,(r)) (Saturn,92.405,(d)) (opposition,8')", 5]
['17:09:20', '', '', '', '', '', "(Sun,196.254,(r)) (ASC,61.199,(d)) (135-sesquisquare,3')", '', "(Moon,303.367,(r)) (ASC,63.419,(d)) (trine,3')", '', '', "(ASC,6.571,(r)) (Neptune,246.518,(d)) (trine,3')", '', "(Uranus,55.552,(r)) (ASC,295.583,(c)) (trine,2')", '', "(MC,272.306,(r)) (Saturn,92.412,(d)) (opposition,6')", 5]
['17:09:28', '', '', '', '', '', "(Sun,196.254,(r)) (ASC,61.248,(d)) (135-sesquisquare,0')", "(MC,272.337,(r)) (Neptune,122.417,(c)) (150-quincunx,5')", '', '', '', '', '', "(Uranus,55.552,(r)) (ASC,295.630,(c)) (trine,5')", '', "(MC,272.337,(r)) (Saturn,92.420,(d)) (opposition,5')", 4]
['17:09:36', '', '', '', '', '', "(Sun,196.254,(r)) (ASC,61.297,(d)) (135-sesquisquare,3')", "(MC,272.368,(r)) (Neptune,122.433,(c)) (150-quincunx,4')", '', "(Mars,182.653,(r)) (ASC,302.576,(c)) (trine,5')", '', '', '', '', '', "(ASC,6.744,(r)) (Uranus,96.783,(d)) (square,2')\n(MC,272.368,(r)) (Saturn,92.427,(d)) (opposition,4')", 5]
['17:09:44', '', '', '', '', '', "(Sun,196.254,(r)) (ASC,61.346,(d)) (135-sesquisquare,5')", "(MC,272.398,(r)) (Neptune,122.449,(c)) (150-quincunx,3')", '', "(Mars,182.653,(r)) (ASC,302.629,(c)) (trine,1')", '', '', '', '', '', "(ASC,6.831,(r)) (Uranus,96.787,(d)) (square,3')\n(MC,272.398,(r)) (Saturn,92.435,(d)) (opposition,2')", 5]
['17:09:52', '', '', '', '', '', '', "(MC,272.429,(r)) (Neptune,122.466,(c)) (150-quincunx,2')", '', "(Mars,182.653,(r)) (ASC,302.681,(c)) (trine,2')\n(MC,272.429,(r)) (Mercury,152.459,(c)) (trine,2')", '', '', '', '', '', "(MC,272.429,(r)) (Saturn,92.442,(d)) (opposition,1')\n(Uranus,55.552,(r)) (MC,235.400,(c)) (opposition,9')", 5]
['17:10:00', '', '', '', "(ASC,7.005,(r)) (Jupiter,7.121,(c)) (conjunction,7')", '', '', "(MC,272.460,(r)) (Neptune,122.482,(c)) (150-quincunx,1')", '', "(Mars,182.654,(r)) (ASC,302.733,(c)) (trine,5')\n(MC,272.460,(r)) (Mercury,152.422,(c)) (trine,2')", '', '', '', '', '', "(MC,272.460,(r)) (Saturn,92.450,(d)) (opposition,1')\n(Uranus,55.552,(r)) (MC,235.433,(c)) (opposition,7')", 6]
['17:10:08', '', '', '', "(ASC,7.092,(r)) (Jupiter,7.105,(c)) (conjunction,1')", '', '', "(MC,272.490,(r)) (Neptune,122.498,(c)) (150-quincunx,0')", '', '', '', '', '', '', '', "(MC,272.490,(r)) (Saturn,92.458,(d)) (opposition,2')\n(Uranus,55.552,(r)) (MC,235.465,(c)) (opposition,5')", 4]
['17:10:16', "(Saturn,43.216,(r)) (ASC,43.096,(d)) (conjunction,7')\n(ASC,7.179,(r)) (Neptune,217.192,(d)) (150-quincunx,1')", '', '', "(ASC,7.179,(r)) (Jupiter,7.089,(c)) (conjunction,5')", '', '', "(MC,272.521,(r)) (Neptune,122.514,(c)) (150-quincunx,0')", '', '', '', '', '', '', '', "(MC,272.521,(r)) (Saturn,92.465,(d)) (opposition,3')\n(Uranus,55.552,(r)) (MC,235.498,(c)) (opposition,3')\n(Mean_Node,190.583,(r)) (MC,235.498,(c)) (45-semisquare,5')", 7]
['17:10:24', "(Saturn,43.216,(r)) (ASC,43.161,(d)) (conjunction,3')\n(ASC,7.266,(r)) (Neptune,217.174,(d)) (150-quincunx,6')", '', '', '', '', '', "(MC,272.552,(r)) (Neptune,122.530,(c)) (150-quincunx,1')", '', '', '', '', "(MC,272.552,(r)) (Sun,122.627,(c)) (150-quincunx,5')", '', '', "(MC,272.552,(r)) (Saturn,92.473,(d)) (opposition,5')\n(Uranus,55.552,(r)) (MC,235.531,(c)) (opposition,1')\n(Mean_Node,190.583,(r)) (MC,235.531,(c)) (45-semisquare,3')", 7]
['17:10:32', "(Saturn,43.216,(r)) (ASC,43.226,(d)) (conjunction,1')\n(Moon,303.377,(r)) (MC,258.297,(c)) (45-semisquare,5')", '', '', '', '', '', "(MC,272.582,(r)) (Neptune,122.547,(c)) (150-quincunx,2')", '', '', "(ASC,7.352,(r)) (Mars,247.362,(d)) (trine,1')", '', "(MC,272.582,(r)) (Sun,122.602,(c)) (150-quincunx,1')", "(Sun,196.255,(r)) (MC,241.172,(c)) (45-semisquare,5')", '', "(MC,272.582,(r)) (Saturn,92.480,(d)) (opposition,6')\n(Uranus,55.552,(r)) (MC,235.563,(c)) (opposition,1')\n(Mean_Node,190.583,(r)) (MC,235.563,(c)) (45-semisquare,1')", 9]
['17:10:40', "(Saturn,43.216,(r)) (ASC,43.291,(d)) (conjunction,4')\n(Moon,303.378,(r)) (MC,258.328,(c)) (45-semisquare,3')", '', '', '', '', '', "(MC,272.613,(r)) (Neptune,122.563,(c)) (150-quincunx,3')", "(ASC,7.439,(r)) (Mean_Node,127.506,(c)) (trine,4')", '', '', '', "(MC,272.613,(r)) (Sun,122.578,(c)) (150-quincunx,2')", "(Sun,196.255,(r)) (MC,241.204,(c)) (45-semisquare,3')", '', "(MC,272.613,(r)) (Saturn,92.488,(d)) (opposition,8')\n(Uranus,55.552,(r)) (MC,235.596,(c)) (opposition,3')\n(Mean_Node,190.583,(r)) (MC,235.596,(c)) (45-semisquare,1')", 9]
['17:10:47', "(Saturn,43.216,(r)) (ASC,43.355,(d)) (conjunction,8')\n(Moon,303.379,(r)) (MC,258.359,(c)) (45-semisquare,1')\n(ASC,7.526,(r)) (Venus,127.569,(c)) (trine,3')", '', '', "(ASC,7.526,(r)) (Sun,142.560,(c)) (135-sesquisquare,2')", '', '', "(MC,272.644,(r)) (Neptune,122.579,(c)) (150-quincunx,4')", "(ASC,7.526,(r)) (Mean_Node,127.483,(c)) (trine,3')", "(MC,272.644,(r)) (Mars,122.736,(c)) (150-quincunx,6')", '', '', "(MC,272.644,(r)) (Sun,122.553,(c)) (150-quincunx,5')", "(Sun,196.255,(r)) (MC,241.236,(c)) (45-semisquare,1')", '', "(MC,272.644,(r)) (Saturn,92.496,(d)) (opposition,9')\n(Uranus,55.552,(r)) (MC,235.628,(c)) (opposition,5')\n(Mean_Node,190.583,(r)) (MC,235.628,(c)) (45-semisquare,3')", 12]
['17:10:56', "(Moon,303.381,(r)) (MC,258.390,(c)) (45-semisquare,1')\n(ASC,7.613,(r)) (Venus,127.578,(c)) (trine,2')", '', '', "(ASC,7.613,(r)) (Sun,142.537,(c)) (135-sesquisquare,5')", '', '', "(MC,272.674,(r)) (Neptune,122.595,(c)) (150-quincunx,5')", '', "(MC,272.674,(r)) (Mars,122.755,(c)) (150-quincunx,5')", '', '', '', "(Sun,196.255,(r)) (MC,241.268,(c)) (45-semisquare,1')", '', "(MC,272.674,(r)) (Saturn,92.503,(d)) (opposition,10')\n(Uranus,55.552,(r)) (MC,235.661,(c)) (opposition,6')\n(Mean_Node,190.583,(r)) (MC,235.661,(c)) (45-semisquare,5')", 9]
['17:11:04', "(Moon,303.382,(r)) (MC,258.420,(c)) (45-semisquare,2')", '', '', '', '', '', '', '', "(MC,272.705,(r)) (Mars,122.773,(c)) (150-quincunx,4')", '', '', '', "(Sun,196.255,(r)) (MC,241.300,(c)) (45-semisquare,3')", '', "(Uranus,55.552,(r)) (MC,235.693,(c)) (opposition,8')", 4]
['17:11:12', "(Moon,303.383,(r)) (MC,258.451,(c)) (45-semisquare,4')", '', '', "(Jupiter,43.693,(r)) (ASC,313.637,(c)) (square,3')", '', '', '', '', "(MC,272.736,(r)) (Mars,122.791,(c)) (150-quincunx,3')", '', '', '', "(Sun,196.255,(r)) (MC,241.332,(c)) (45-semisquare,5')", '', "(Uranus,55.552,(r)) (MC,235.726,(c)) (opposition,10')", 5]
['17:11:20', '', '', '', "(ASC,7.873,(r)) (Mercury,247.904,(d)) (trine,2')\n(Jupiter,43.693,(r)) (ASC,313.699,(c)) (square,0')", '', '', "(MC,272.767,(r)) (Mars,242.848,(d)) (30-semisextile,5')\n(ASC,7.873,(r)) (Mean_Node,127.899,(c)) (trine,2')", '', "(MC,272.767,(r)) (Mars,122.809,(c)) (150-quincunx,3')", '', '', '', '', '', '', 5]
['17:11:28', '', '', "(MC,272.797,(r)) (Mean_Node,137.876,(c)) (135-sesquisquare,5')", "(ASC,7.959,(r)) (Mercury,247.911,(d)) (trine,3')\n(Jupiter,43.693,(r)) (ASC,313.761,(c)) (square,4')", '', '', "(MC,272.797,(r)) (Mars,242.831,(d)) (30-semisextile,2')\n(ASC,7.959,(r)) (Mean_Node,127.876,(c)) (trine,5')", '', "(MC,272.797,(r)) (Mars,122.827,(c)) (150-quincunx,2')", '', '', '', '', '', '', 6]
['17:11:36', '', '', "(MC,272.828,(r)) (Mean_Node,137.854,(c)) (135-sesquisquare,2')", '', '', '', "(MC,272.828,(r)) (Mars,242.813,(d)) (30-semisextile,1')", '', "(MC,272.828,(r)) (Mars,122.845,(c)) (150-quincunx,1')", '', '', '', "(ASC,8.046,(r)) (Mercury,143.139,(c)) (135-sesquisquare,6')", '', '', 4]
['17:11:44', '', '', "(Mean_Node,190.583,(r)) (ASC,55.527,(d)) (135-sesquisquare,3')\n(MC,272.859,(r)) (Mean_Node,137.832,(c)) (135-sesquisquare,2')", '', "(Uranus,55.552,(r)) (MC,295.466,(d)) (trine,5')", '', "(MC,272.859,(r)) (Mars,242.795,(d)) (30-semisextile,4')", '', "(MC,272.859,(r)) (Mars,122.863,(c)) (150-quincunx,0')", '', '', '', "(ASC,8.133,(r)) (Mercury,143.100,(c)) (135-sesquisquare,2')", "(MC,272.859,(r)) (Uranus,93.032,(d)) (opposition,10')", '', 7]
['17:11:52', '', '', "(Mean_Node,190.583,(r)) (ASC,55.581,(d)) (135-sesquisquare,0')\n(MC,272.889,(r)) (Mean_Node,137.810,(c)) (135-sesquisquare,5')", '', "(Uranus,55.552,(r)) (MC,295.498,(d)) (trine,3')", '', '', '', "(MC,272.889,(r)) (Mars,122.882,(c)) (150-quincunx,0')", "(MC,272.889,(r)) (Neptune,242.975,(d)) (30-semisextile,5')", '', '', '', "(Jupiter,43.693,(r)) (ASC,73.605,(d)) (30-semisextile,5')\n(MC,272.889,(r)) (Uranus,93.036,(d)) (opposition,9')", '', 7]
['17:12:00', "(ASC,8.306,(r)) (Saturn,68.349,(d)) (sextile,3')", '', "(Mean_Node,190.583,(r)) (ASC,55.635,(d)) (135-sesquisquare,3')\n(ASC,8.306,(r)) (Jupiter,8.400,(c)) (conjunction,6')", '', "(Uranus,55.552,(r)) (MC,295.530,(d)) (trine,1')", "(MC,272.920,(r)) (Mean_Node,243.011,(d)) (30-semisextile,5')", '', '', "(MC,272.920,(r)) (Mars,122.900,(c)) (150-quincunx,1')", "(MC,272.920,(r)) (Neptune,242.955,(d)) (30-semisextile,2')", '', '', '', "(Jupiter,43.693,(r)) (ASC,73.645,(d)) (30-semisextile,3')\n(MC,272.920,(r)) (Uranus,93.040,(d)) (opposition,7')", '', 9]
['17:12:08', "(ASC,8.393,(r)) (Saturn,68.357,(d)) (sextile,2')", '', "(ASC,8.393,(r)) (Jupiter,8.385,(c)) (conjunction,0')", '', "(Uranus,55.552,(r)) (MC,295.562,(d)) (trine,1')", "(MC,272.951,(r)) (Mean_Node,243.027,(d)) (30-semisextile,5')", '', '', "(MC,272.951,(r)) (Mars,122.918,(c)) (150-quincunx,2')", "(MC,272.951,(r)) (Neptune,242.935,(d)) (30-semisextile,1')", '', '', '', "(Jupiter,43.693,(r)) (ASC,73.684,(d)) (30-semisextile,1')\n(MC,272.951,(r)) (Uranus,93.044,(d)) (opposition,6')", "(Neptune,176.030,(r)) (MC,235.953,(c)) (sextile,5')", 9]
['17:12:16', '', '', "(ASC,8.479,(r)) (Jupiter,8.370,(c)) (conjunction,7')", '', "(Uranus,55.552,(r)) (MC,295.593,(d)) (trine,2')", "(MC,272.981,(r)) (Mean_Node,243.043,(d)) (30-semisextile,4')", '', '', "(MC,272.981,(r)) (Mars,122.936,(c)) (150-quincunx,3')", "(MC,272.981,(r)) (Neptune,242.914,(d)) (30-semisextile,4')", '', '', '', "(Jupiter,43.693,(r)) (ASC,73.724,(d)) (30-semisextile,2')\n(MC,272.981,(r)) (Uranus,93.048,(d)) (opposition,4')", "(Neptune,176.030,(r)) (MC,235.985,(c)) (sextile,3')", 8]
['17:12:24', '', '', '', '', "(Uranus,55.552,(r)) (MC,295.625,(d)) (trine,4')", "(MC,273.012,(r)) (Mean_Node,243.058,(d)) (30-semisextile,3')", '', '', "(MC,273.012,(r)) (Mars,122.954,(c)) (150-quincunx,3')", '', '', '', '', "(Jupiter,43.693,(r)) (ASC,73.763,(d)) (30-semisextile,4')\n(MC,273.012,(r)) (Uranus,93.052,(d)) (opposition,2')", "(Neptune,176.030,(r)) (MC,236.018,(c)) (sextile,1')", 6]
['17:12:31', '', '', '', '', '', "(MC,273.043,(r)) (Mean_Node,243.074,(d)) (30-semisextile,2')", "(Pluto,124.188,(r)) (ASC,64.121,(d)) (sextile,4')", '', "(MC,273.043,(r)) (Mars,122.972,(c)) (150-quincunx,4')", "(Mercury,218.542,(r)) (ASC,68.451,(d)) (150-quincunx,5')", '', '', '', "(MC,273.043,(r)) (Uranus,93.056,(d)) (opposition,1')", "(Neptune,176.030,(r)) (MC,236.050,(c)) (sextile,1')", 6]
['17:12:39', '', '', "(ASC,8.739,(r)) (Sun,143.823,(c)) (135-sesquisquare,5')", '', '', "(MC,273.073,(r)) (Mean_Node,243.090,(d)) (30-semisextile,1')", "(Pluto,124.188,(r)) (ASC,64.167,(d)) (sextile,1')", '', "(MC,273.073,(r)) (Mars,122.990,(c)) (150-quincunx,5')", "(Mercury,218.542,(r)) (ASC,68.494,(d)) (150-quincunx,3')", "(ASC,8.739,(r)) (Mercury,143.713,(c)) (135-sesquisquare,2')", '', '', "(MC,273.073,(r)) (Uranus,93.060,(d)) (opposition,1')", "(Neptune,176.030,(r)) (MC,236.083,(c)) (sextile,3')", 8]
['17:12:47', '', '', "(ASC,8.825,(r)) (Sun,143.799,(c)) (135-sesquisquare,2')", '', '', "(MC,273.104,(r)) (Mean_Node,243.106,(d)) (30-semisextile,0')", "(Pluto,124.188,(r)) (ASC,64.214,(d)) (sextile,2')", '', '', "(Mercury,218.542,(r)) (ASC,68.537,(d)) (150-quincunx,0')\n(ASC,8.825,(r)) (Uranus,8.966,(c)) (conjunction,8')", '', '', '', "(MC,273.104,(r)) (Uranus,93.064,(d)) (opposition,2')", "(Mean_Node,190.583,(r)) (MC,310.519,(d)) (trine,4')\n(Neptune,176.030,(r)) (MC,236.115,(c)) (sextile,5')", 8]
['17:12:56', '', '', '', '', '', "(MC,273.135,(r)) (Mean_Node,243.122,(d)) (30-semisextile,1')", "(Pluto,124.188,(r)) (ASC,64.261,(d)) (sextile,4')\n(ASC,8.911,(r)) (Pluto,99.000,(c)) (square,5')", '', '', "(Mercury,218.543,(r)) (ASC,68.580,(d)) (150-quincunx,2')\n(ASC,8.911,(r)) (Uranus,8.945,(c)) (conjunction,2')", '', '', '', "(MC,273.135,(r)) (Uranus,93.068,(d)) (opposition,4')", "(Mean_Node,190.583,(r)) (MC,310.552,(d)) (trine,2')\n(ASC,8.911,(r)) (Saturn,158.906,(c)) (150-quincunx,0')", 8]
['17:13:04', '', '', '', '', '', "(MC,273.165,(r)) (Mean_Node,243.137,(d)) (30-semisextile,2')", "(ASC,8.998,(r)) (Pluto,99.000,(c)) (square,0')", '', '', "(Mercury,218.543,(r)) (ASC,68.624,(d)) (150-quincunx,5')\n(ASC,8.998,(r)) (Uranus,8.924,(c)) (conjunction,4')", '', '', "(MC,273.165,(r)) (Sun,123.231,(c)) (150-quincunx,4')", "(MC,273.165,(r)) (Uranus,93.072,(d)) (opposition,6')", "(Mean_Node,190.583,(r)) (MC,310.585,(d)) (trine,0')", 7]
['17:13:12', '', '', "(ASC,9.084,(r)) (Mars,234.172,(d)) (135-sesquisquare,5')", '', '', "(MC,273.196,(r)) (Mean_Node,243.153,(d)) (30-semisextile,3')\n(MC,273.196,(r)) (Saturn,3.250,(c)) (square,3')", "(ASC,9.084,(r)) (Pluto,99.001,(c)) (square,5')", '', '', '', '', '', "(MC,273.196,(r)) (Sun,123.207,(c)) (150-quincunx,1')", "(MC,273.196,(r)) (Uranus,93.076,(d)) (opposition,7')", "(Mean_Node,190.583,(r)) (MC,310.618,(d)) (trine,2')", 7]
['17:13:20', "(MC,273.227,(r)) (Pluto,153.318,(d)) (trine,5')", '', "(ASC,9.171,(r)) (Mars,234.155,(d)) (135-sesquisquare,1')", '', '', "(MC,273.227,(r)) (Mean_Node,243.169,(d)) (30-semisextile,3')\n(MC,273.227,(r)) (Saturn,3.235,(c)) (square,0')", '', '', '', '', '', '', "(MC,273.227,(r)) (Sun,123.182,(c)) (150-quincunx,3')", "(MC,273.227,(r)) (Uranus,93.080,(d)) (opposition,9')", "(Mean_Node,190.583,(r)) (MC,310.651,(d)) (trine,4')", 7]
['17:13:28', "(MC,273.257,(r)) (Pluto,153.297,(d)) (trine,2')", '', "(Sun,196.257,(r)) (ASC,316.204,(c)) (trine,3')", '', '', "(MC,273.257,(r)) (Mean_Node,243.185,(d)) (30-semisextile,4')\n(MC,273.257,(r)) (Saturn,3.220,(c)) (square,2')", '', '', '', '', '', "(Sun,196.257,(r)) (MC,241.186,(c)) (45-semisquare,4')", '', "(MC,273.257,(r)) (Uranus,93.084,(d)) (opposition,10')", '', 6]
['17:13:36', "(MC,273.288,(r)) (Pluto,153.277,(d)) (trine,1')", "(ASC,9.343,(r)) (Jupiter,9.449,(c)) (conjunction,6')", "(Sun,196.257,(r)) (ASC,316.268,(c)) (trine,1')", '', '', "(MC,273.288,(r)) (Mean_Node,243.201,(d)) (30-semisextile,5')\n(MC,273.288,(r)) (Saturn,3.205,(c)) (square,5')", '', '', '', '', '', "(Sun,196.257,(r)) (MC,241.218,(c)) (45-semisquare,2')", '', '', '', 6]
['17:13:44', "(MC,273.319,(r)) (Pluto,153.257,(d)) (trine,4')", "(ASC,9.430,(r)) (Jupiter,9.434,(c)) (conjunction,0')", "(Sun,196.257,(r)) (ASC,316.333,(c)) (trine,5')", '', '', '', '', '', '', '', '', "(Sun,196.257,(r)) (MC,241.250,(c)) (45-semisquare,0')", '', '', '', 4]
['17:13:52', "(ASC,9.516,(r)) (Neptune,144.589,(c)) (135-sesquisquare,4')", "(ASC,9.516,(r)) (Jupiter,9.420,(c)) (conjunction,6')", '', '', '', "(ASC,9.516,(r)) (Mean_Node,129.586,(c)) (trine,4')", '', "(MC,273.349,(r)) (Moon,333.416,(d)) (sextile,4')", '', '', '', "(Sun,196.257,(r)) (MC,241.282,(c)) (45-semisquare,2')", '', '', '', 5]
['17:14:00', "(Pluto,124.188,(r)) (MC,259.100,(c)) (135-sesquisquare,5')\n(ASC,9.602,(r)) (Neptune,144.602,(c)) (135-sesquisquare,0')", "(ASC,9.602,(r)) (Moon,324.640,(d)) (45-semisquare,2')", '', '', "(ASC,9.602,(r)) (Mercury,249.642,(d)) (trine,2')", "(ASC,9.602,(r)) (Mean_Node,129.563,(c)) (trine,2')", '', "(MC,273.380,(r)) (Moon,333.413,(d)) (sextile,2')", '', '', '', "(Sun,196.257,(r)) (MC,241.314,(c)) (45-semisquare,3')", '', '', '', 7]
['17:14:08', "(Pluto,124.188,(r)) (MC,259.131,(c)) (135-sesquisquare,3')\n(ASC,9.688,(r)) (Neptune,144.614,(c)) (135-sesquisquare,4')", "(ASC,9.688,(r)) (Moon,324.640,(d)) (45-semisquare,3')", '', '', "(ASC,9.688,(r)) (Mercury,249.649,(d)) (trine,2')", '', '', "(MC,273.411,(r)) (Moon,333.410,(d)) (sextile,0')", '', '', '', "(Sun,196.257,(r)) (MC,241.346,(c)) (45-semisquare,5')", '', '', "(Pluto,124.188,(r)) (ASC,79.118,(d)) (45-semisquare,4')", 7]
['17:14:15', "(Pluto,124.188,(r)) (MC,259.162,(c)) (135-sesquisquare,2')", "(Mean_Node,190.583,(r)) (ASC,55.515,(d)) (135-sesquisquare,4')", '', '', '', '', '', "(MC,273.442,(r)) (Moon,333.408,(d)) (sextile,2')", '', '', '', '', '', '', "(Pluto,124.188,(r)) (ASC,79.155,(d)) (45-semisquare,2')", 4]
['17:14:23', "(Pluto,124.188,(r)) (MC,259.193,(c)) (135-sesquisquare,0')", "(Mean_Node,190.583,(r)) (ASC,55.569,(d)) (135-sesquisquare,1')\n(Jupiter,43.693,(r)) (MC,253.613,(c)) (150-quincunx,5')", '', '', '', '', '', "(MC,273.472,(r)) (Moon,333.405,(d)) (sextile,4')", '', '', "(ASC,9.861,(r)) (Mars,249.862,(d)) (trine,0')\n(Mars,182.656,(r)) (MC,242.565,(c)) (sextile,5')", '', '', '', "(Pluto,124.188,(r)) (ASC,79.191,(d)) (45-semisquare,0')", 7]
['17:14:31', "(Pluto,124.188,(r)) (MC,259.223,(c)) (135-sesquisquare,2')", "(Mean_Node,190.583,(r)) (ASC,55.623,(d)) (135-sesquisquare,2')\n(Jupiter,43.693,(r)) (MC,253.645,(c)) (150-quincunx,3')", '', '', '', '', '', '', '', '', "(Mars,182.656,(r)) (MC,242.597,(c)) (sextile,3')", '', '', '', "(Neptune,176.030,(r)) (MC,310.949,(d)) (135-sesquisquare,5')\n(Pluto,124.188,(r)) (ASC,79.227,(d)) (45-semisquare,2')", 6]
['17:14:39', "(Pluto,124.188,(r)) (MC,259.254,(c)) (135-sesquisquare,4')", "(Jupiter,43.693,(r)) (MC,253.676,(c)) (150-quincunx,1')\n(MC,273.534,(r)) (Mean_Node,138.603,(c)) (135-sesquisquare,4')", '', '', '', '', '', '', '', '', "(Mars,182.656,(r)) (MC,242.629,(c)) (sextile,2')", '', "(ASC,10.033,(r)) (Venus,220.121,(d)) (150-quincunx,5')", '', "(Neptune,176.030,(r)) (MC,310.982,(d)) (135-sesquisquare,3')\n(Pluto,124.188,(r)) (ASC,79.263,(d)) (45-semisquare,4')", 7]
['17:14:47', '', "(Jupiter,43.693,(r)) (MC,253.707,(c)) (150-quincunx,1')\n(MC,273.564,(r)) (Mean_Node,138.581,(c)) (135-sesquisquare,1')", '', '', '', '', '', '', '', '', "(Mars,182.656,(r)) (MC,242.661,(c)) (sextile,0')", '', "(ASC,10.119,(r)) (Venus,220.095,(d)) (150-quincunx,1')", '', "(Neptune,176.030,(r)) (MC,311.015,(d)) (135-sesquisquare,1')", 5]
['17:14:56', '', "(Jupiter,43.693,(r)) (MC,253.738,(c)) (150-quincunx,3')\n(MC,273.595,(r)) (Mean_Node,138.558,(c)) (135-sesquisquare,2')", '', '', '', "(ASC,10.205,(r)) (Pluto,100.231,(c)) (square,2')", '', '', '', "(Mars,182.656,(r)) (MC,302.593,(d)) (trine,4')", "(Mars,182.656,(r)) (MC,242.693,(c)) (sextile,2')", '', '', '', "(Neptune,176.030,(r)) (MC,311.049,(d)) (135-sesquisquare,1')", 6]
['17:15:04', '', "(Jupiter,43.693,(r)) (MC,253.769,(c)) (150-quincunx,5')\n(MC,273.626,(r)) (Mean_Node,138.536,(c)) (135-sesquisquare,5')", '', '', '', "(ASC,10.291,(r)) (Pluto,100.231,(c)) (square,4')", '', '', '', "(Mars,182.656,(r)) (MC,302.625,(d)) (trine,2')", "(Mars,182.656,(r)) (MC,242.725,(c)) (sextile,4')", "(Jupiter,43.693,(r)) (ASC,73.622,(d)) (30-semisextile,4')", "(MC,273.626,(r)) (Uranus,3.674,(c)) (square,3')", "(Uranus,55.552,(r)) (ASC,295.485,(c)) (trine,4')", "(Neptune,176.030,(r)) (MC,311.082,(d)) (135-sesquisquare,3')", 9]
['17:15:12', '', '', '', '', '', '', '', '', '', "(Mars,182.656,(r)) (MC,302.658,(d)) (trine,0')", '', "(Jupiter,43.693,(r)) (ASC,73.661,(d)) (30-semisextile,2')", "(MC,273.656,(r)) (Uranus,3.649,(c)) (square,0')", "(Uranus,55.552,(r)) (ASC,295.531,(c)) (trine,1')", "(Neptune,176.030,(r)) (MC,311.115,(d)) (135-sesquisquare,5')", 5]
['17:15:20', '', '', '', '', '', '', '', '', '', "(Mars,182.656,(r)) (MC,302.690,(d)) (trine,2')", '', "(Jupiter,43.693,(r)) (ASC,73.701,(d)) (30-semisextile,0')", "(MC,273.687,(r)) (Uranus,3.625,(c)) (square,4')", "(Uranus,55.552,(r)) (ASC,295.577,(c)) (trine,2')", '', 4]
['17:15:28', '', '', '', '', "(ASC,10.549,(r)) (Mercury,160.604,(c)) (150-quincunx,3')", '', '', '', '', "(Mars,182.656,(r)) (MC,302.723,(d)) (trine,4')", '', "(Jupiter,43.693,(r)) (ASC,73.741,(d)) (30-semisextile,3')", '', "(Uranus,55.552,(r)) (ASC,295.624,(c)) (trine,4')", '', 4]
['17:15:36', "(Venus,153.204,(r)) (MC,288.112,(d)) (135-sesquisquare,5')", '', '', '', "(ASC,10.635,(r)) (Mercury,160.568,(c)) (150-quincunx,4')", '', '', '', '', '', '', "(Jupiter,43.693,(r)) (ASC,73.780,(d)) (30-semisextile,5')", '', '', '', 3]
['17:15:44', "(Venus,153.204,(r)) (MC,288.144,(d)) (135-sesquisquare,4')", '', '', '', "(MC,273.779,(r)) (Moon,273.947,(c)) (conjunction,10')\n(MC,273.779,(r)) (Jupiter,3.857,(c)) (square,5')", '', '', '', '', '', '', '', '', '', '', 3]
['17:15:51', "(Venus,153.204,(r)) (MC,288.175,(d)) (135-sesquisquare,2')", '', '', '', "(MC,273.810,(r)) (Moon,273.954,(c)) (conjunction,9')\n(MC,273.810,(r)) (Jupiter,3.839,(c)) (square,2')", "(ASC,10.807,(r)) (Neptune,235.809,(d)) (135-sesquisquare,0')", '', '', '', '', '', '', '', '', '', 4]
['17:15:59', "(Venus,153.204,(r)) (MC,288.206,(d)) (135-sesquisquare,0')", "(ASC,10.893,(r)) (Mean_Node,235.970,(d)) (135-sesquisquare,5')", '', '', "(MC,273.840,(r)) (Moon,273.961,(c)) (conjunction,7')\n(MC,273.840,(r)) (Jupiter,3.822,(c)) (square,1')", '', '', '', '', '', '', '', '', '', '', 4]
['17:16:07', "(Venus,153.204,(r)) (MC,288.237,(d)) (135-sesquisquare,2')", "(ASC,10.979,(r)) (Mean_Node,235.957,(d)) (135-sesquisquare,1')", '', '', "(MC,273.871,(r)) (Moon,273.969,(c)) (conjunction,6')\n(MC,273.871,(r)) (Jupiter,3.804,(c)) (square,4')", '', '', '', '', '', '', '', '', '', '', 4]
