['Time, Count, opp-conj: 0, sqr-tri-sext: 0, major: 0, minor: 0, empty: 13']
['02:12:24, 100, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 8']
['02:12:31, 138, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 5']
['02:12:39, 181, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 7, empty: 4']
['02:12:47, 189, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 6, empty: 4']
['02:12:56, 157, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 7, empty: 6']
['02:13:04, 171, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 6, empty: 6']
['02:13:12, 149, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 6']
['02:13:20, 166, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 3, empty: 6']
['02:13:28, 142, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 4, empty: 6']
['02:13:36, 132, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 3, empty: 7']
['02:13:44, 175, opp-conj: 6, sqr-tri-sext: 1, major: 7, minor: 3, empty: 4']
['02:13:52, 163, opp-conj: 6, sqr-tri-sext: 0, major: 6, minor: 4, empty: 4']
['02:14:00, 151, opp-conj: 5, sqr-tri-sext: 0, major: 5, minor: 5, empty: 4']
['02:14:08, 175, opp-conj: 5, sqr-tri-sext: 0, major: 5, minor: 8, empty: 4']
['02:14:15, 181, opp-conj: 5, sqr-tri-sext: 1, major: 6, minor: 6, empty: 3']
['02:14:23, 232, opp-conj: 6, sqr-tri-sext: 2, major: 8, minor: 7, empty: 2']
['02:14:31, 177, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 6, empty: 4']
['02:14:39, 197, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 9, empty: 4']
['02:14:47, 226, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 10, empty: 2']
['02:14:56, 234, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 11, empty: 3']
['02:15:04, 230, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 11, empty: 1']
['02:15:12, 180, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 9, empty: 2']
['02:15:20, 124, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 5, empty: 5']
['02:15:28, 171, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 6, empty: 5']
['02:15:36, 171, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 4, empty: 7']
['02:15:44, 195, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 5, empty: 5']
['02:15:51, 202, opp-conj: 5, sqr-tri-sext: 4, major: 9, minor: 4, empty: 5']
['02:15:59, 204, opp-conj: 5, sqr-tri-sext: 4, major: 9, minor: 4, empty: 5']
['02:16:07, 181, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 6, empty: 5']
['02:16:15, 177, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 5, empty: 5']
['02:16:23, 193, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 6, empty: 4']
['02:16:31, 161, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 4, empty: 6']
['02:16:39, 161, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 4, empty: 6']
['02:16:47, 163, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 4, empty: 6']
['02:16:56, 175, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 4, empty: 5']
['02:17:04, 165, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 4, empty: 6']
['02:17:12, 153, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 7']
['02:17:20, 143, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 6, empty: 7']
['02:17:28, 143, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 7']
['02:17:36, 124, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 5, empty: 7']
['02:17:44, 87, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 6, empty: 7']
['02:17:52, 119, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 5, empty: 6']
['02:18:00, 123, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 6, empty: 6']
['02:18:08, 137, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 8, empty: 5']
['02:18:16, 119, opp-conj: 3, sqr-tri-sext: 0, major: 3, minor: 8, empty: 4']
['02:18:24, 129, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 7, empty: 4']
['02:18:32, 143, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 6, empty: 5']
['02:18:40, 137, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 5, empty: 5']
['02:18:48, 151, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 4, empty: 5']
['02:18:56, 162, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 2, empty: 8']
['02:19:04, 168, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 5, empty: 8']
['02:19:12, 148, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 5, empty: 8']
['02:19:20, 183, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 5, empty: 8']
['02:19:28, 169, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 6, empty: 7']
['02:19:36, 209, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 6, empty: 5']
['02:19:44, 167, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 3, empty: 5']
['02:19:52, 142, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 3, empty: 6']
['02:20:00, 120, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 2, empty: 8']
['02:20:08, 109, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 1, empty: 8']
['02:20:16, 106, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 0, empty: 8']
['02:20:24, 122, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 0, empty: 8']
['02:20:32, 170, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 1, empty: 7']
['02:20:40, 180, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 2, empty: 6']
['02:20:48, 194, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 4, empty: 4']
['02:20:56, 189, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 4, empty: 4']
['02:21:04, 213, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 4, empty: 3']
['02:21:12, 179, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 2, empty: 4']
['02:21:20, 219, opp-conj: 6, sqr-tri-sext: 4, major: 10, minor: 2, empty: 5']
['02:21:28, 212, opp-conj: 5, sqr-tri-sext: 4, major: 9, minor: 4, empty: 5']
['02:21:36, 252, opp-conj: 6, sqr-tri-sext: 5, major: 11, minor: 4, empty: 4']
['02:21:44, 212, opp-conj: 5, sqr-tri-sext: 4, major: 9, minor: 4, empty: 4']
['02:21:52, 208, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 6, empty: 5']
['02:22:00, 256, opp-conj: 7, sqr-tri-sext: 3, major: 10, minor: 7, empty: 4']
['02:22:08, 220, opp-conj: 7, sqr-tri-sext: 2, major: 9, minor: 5, empty: 4']
['02:22:16, 212, opp-conj: 8, sqr-tri-sext: 1, major: 9, minor: 4, empty: 4']
['02:22:24, 236, opp-conj: 8, sqr-tri-sext: 2, major: 10, minor: 5, empty: 4']
['02:22:32, 213, opp-conj: 7, sqr-tri-sext: 2, major: 9, minor: 4, empty: 4']
['02:22:39, 205, opp-conj: 6, sqr-tri-sext: 3, major: 9, minor: 3, empty: 5']
['02:22:47, 279, opp-conj: 8, sqr-tri-sext: 4, major: 12, minor: 5, empty: 4']
['02:22:56, 285, opp-conj: 8, sqr-tri-sext: 4, major: 12, minor: 6, empty: 4']
['02:23:04, 219, opp-conj: 6, sqr-tri-sext: 3, major: 9, minor: 5, empty: 3']
['02:23:12, 217, opp-conj: 5, sqr-tri-sext: 4, major: 9, minor: 6, empty: 3']
['02:23:20, 197, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 6, empty: 4']
['02:23:28, 171, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 8, empty: 6']
['02:23:36, 122, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 7, empty: 6']
['02:23:44, 160, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 9, empty: 5']
['02:23:52, 182, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 9, empty: 4']
['02:24:00, 162, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 5']
['02:24:08, 161, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 4']
['02:24:16, 167, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 4']
['02:24:23, 119, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 5, empty: 6']
['02:24:31, 111, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 4, empty: 6']
['02:24:39, 105, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 3, empty: 7']
['02:24:47, 105, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 8']
['02:24:56, 113, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 7']
['02:25:04, 109, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 9']
['02:25:12, 84, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 3, empty: 9']
['02:25:20, 52, opp-conj: 1, sqr-tri-sext: 0, major: 1, minor: 4, empty: 8']
['02:25:28, 60, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 3, empty: 8']
['02:25:36, 78, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 3, empty: 7']
['02:25:44, 78, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 3, empty: 7']
['02:25:52, 126, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 4, empty: 7']
['02:26:00, 152, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 5']
['02:26:07, 140, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 6, empty: 7']
['02:26:15, 134, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 5, empty: 8']
['02:26:23, 134, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 5, empty: 7']
['02:26:31, 134, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 5, empty: 5']
['02:26:39, 100, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 7']
['02:26:47, 150, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 5']
['02:26:56, 158, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 5']
['02:27:04, 158, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 4']
['02:27:12, 164, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 7, empty: 4']
['02:27:20, 162, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 7, empty: 3']
['02:27:28, 76, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 6, empty: 7']
['02:27:36, 84, opp-conj: 0, sqr-tri-sext: 3, major: 3, minor: 4, empty: 7']
['02:27:44, 92, opp-conj: 0, sqr-tri-sext: 3, major: 3, minor: 5, empty: 6']
['02:27:51, 168, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 5, empty: 4']
['02:27:59, 164, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 7, empty: 5']
['02:28:07, 140, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 6, empty: 5']
['02:28:15, 140, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 6, empty: 5']
['02:28:23, 106, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 7, empty: 6']
['02:28:31, 87, opp-conj: 2, sqr-tri-sext: 0, major: 2, minor: 6, empty: 7']
['02:28:39, 114, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 4, empty: 7']
['02:28:47, 126, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 7']
['02:28:56, 158, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 5, empty: 6']
['02:29:04, 182, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 5, empty: 5']
['02:29:12, 192, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 6, empty: 4']
['02:29:20, 176, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 6, empty: 4']
['02:29:28, 172, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 8, empty: 5']
['02:29:36, 122, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 9, empty: 6']
['02:29:44, 132, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 10, empty: 5']
['02:29:52, 77, opp-conj: 1, sqr-tri-sext: 0, major: 1, minor: 7, empty: 9']
['02:30:00, 66, opp-conj: 0, sqr-tri-sext: 0, major: 0, minor: 9, empty: 7']
['02:30:08, 64, opp-conj: 0, sqr-tri-sext: 0, major: 0, minor: 9, empty: 8']
['02:30:16, 72, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 8, empty: 7']
['02:30:24, 82, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 9, empty: 7']
['02:30:32, 90, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 10, empty: 6']
['02:30:40, 70, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 7, empty: 7']
['02:30:48, 112, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 7, empty: 4']
['02:30:56, 104, opp-conj: 0, sqr-tri-sext: 3, major: 3, minor: 8, empty: 4']
['02:31:04, 90, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 5, empty: 6']
['02:31:12, 102, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 4, empty: 6']
['02:31:20, 116, opp-conj: 0, sqr-tri-sext: 7, major: 7, minor: 3, empty: 5']
['02:31:28, 92, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 4, empty: 6']
['02:31:36, 100, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 5, empty: 6']
['02:31:44, 100, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 6, empty: 6']
['02:31:52, 64, opp-conj: 0, sqr-tri-sext: 3, major: 3, minor: 4, empty: 7']
['02:32:00, 44, opp-conj: 0, sqr-tri-sext: 1, major: 1, minor: 4, empty: 8']
['02:32:08, 82, opp-conj: 0, sqr-tri-sext: 3, major: 3, minor: 5, empty: 5']
['02:32:16, 104, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 4, empty: 5']
['02:32:24, 126, opp-conj: 0, sqr-tri-sext: 6, major: 6, minor: 4, empty: 5']
['02:32:32, 156, opp-conj: 0, sqr-tri-sext: 7, major: 7, minor: 5, empty: 4']
['02:32:40, 156, opp-conj: 0, sqr-tri-sext: 7, major: 7, minor: 5, empty: 5']
['02:32:48, 150, opp-conj: 0, sqr-tri-sext: 7, major: 7, minor: 4, empty: 5']
['02:32:56, 149, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 2, empty: 5']
['02:33:04, 131, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 3, empty: 4']
['02:33:12, 155, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 2, empty: 5']
['02:33:20, 147, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 1, empty: 6']
['02:33:28, 205, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 2, empty: 5']
['02:33:36, 225, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 5, empty: 4']
['02:33:44, 239, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 6, empty: 2']
['02:33:52, 255, opp-conj: 3, sqr-tri-sext: 8, major: 11, minor: 6, empty: 2']
['02:34:00, 314, opp-conj: 4, sqr-tri-sext: 10, major: 14, minor: 6, empty: 2']
['02:34:08, 277, opp-conj: 3, sqr-tri-sext: 10, major: 13, minor: 5, empty: 3']
['02:34:16, 233, opp-conj: 3, sqr-tri-sext: 8, major: 11, minor: 4, empty: 4']
['02:34:24, 217, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 3, empty: 4']
['02:34:31, 189, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 3, empty: 6']
['02:34:39, 173, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 3, empty: 6']
['02:34:47, 122, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 2, empty: 7']
['02:34:56, 158, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 2, empty: 6']
['02:35:04, 156, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 2, empty: 5']
['02:35:12, 139, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 3, empty: 7']
['02:35:20, 169, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 5, empty: 4']
['02:35:28, 161, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 5']
['02:35:36, 187, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 7, empty: 4']
['02:35:44, 148, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 6, empty: 6']
['02:35:52, 138, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 5']
['02:36:00, 148, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 7, empty: 6']
['02:36:08, 118, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 7, empty: 7']
['02:36:15, 86, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 8, empty: 7']
['02:36:23, 74, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 7, empty: 8']
['02:36:31, 74, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 7, empty: 8']
['02:36:39, 102, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 5, empty: 7']
['02:36:47, 112, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 4, empty: 7']
['02:36:56, 122, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 6']
