['Time', 'Event0', 'Count']
['06:16:39', "(Mars,182.361,(r)) (ASC,182.313,(c)) (conjunction,3')\n(ASC,192.994,(r)) (Moon,282.977,(c)) (square,1')", 2]
['06:16:47', "(Mars,182.361,(r)) (ASC,182.336,(c)) (conjunction,2')\n(ASC,193.017,(r)) (Moon,282.976,(c)) (square,2')", 2]
['06:16:56', "(Mars,182.361,(r)) (ASC,182.359,(c)) (conjunction,0')\n(ASC,193.040,(r)) (Moon,282.974,(c)) (square,4')", 2]
['06:17:04', "(Mars,182.361,(r)) (MC,122.271,(d)) (sextile,5')\n(Mars,182.361,(r)) (ASC,182.382,(c)) (conjunction,1')\n(ASC,193.063,(r)) (Moon,282.972,(c)) (square,5')", 3]
['06:17:12', "(Mars,182.361,(r)) (MC,122.304,(d)) (sextile,3')\n(Mars,182.361,(r)) (ASC,182.405,(c)) (conjunction,3')", 2]
['06:17:20', "(Mars,182.361,(r)) (MC,122.336,(d)) (sextile,2')\n(Mars,182.361,(r)) (ASC,182.428,(c)) (conjunction,4')", 2]
['06:17:28', "(Mars,182.361,(r)) (MC,122.368,(d)) (sextile,0')\n(Mars,182.361,(r)) (ASC,182.451,(c)) (conjunction,5')", 2]
['06:17:36', "(Mars,182.361,(r)) (MC,122.400,(d)) (sextile,2')\n(Mars,182.361,(r)) (ASC,182.474,(c)) (conjunction,7')", 2]
['06:17:44', "(Mars,182.361,(r)) (MC,122.433,(d)) (sextile,4')\n(Mars,182.361,(r)) (ASC,182.497,(c)) (conjunction,8')", 2]
['06:17:52', "(Mars,182.361,(r)) (ASC,182.520,(c)) (conjunction,9')", 1]
['06:18:00', "(ASC,193.224,(r)) (Mars,193.391,(d)) (conjunction,10')", 1]
['06:18:08', "(ASC,193.247,(r)) (Mars,193.393,(d)) (conjunction,9')", 1]
['06:18:16', "(ASC,193.270,(r)) (Mars,193.395,(d)) (conjunction,8')", 1]
['06:18:24', "(Venus,152.687,(r)) (MC,122.594,(d)) (30-semisextile,6')\n(ASC,193.292,(r)) (Mars,193.397,(d)) (conjunction,6')\n(Venus,152.687,(r)) (ASC,182.612,(c)) (30-semisextile,5')", 3]
['06:18:32', "(Venus,152.687,(r)) (MC,122.627,(d)) (30-semisextile,4')\n(ASC,193.315,(r)) (Mars,193.399,(d)) (conjunction,5')\n(Venus,152.687,(r)) (ASC,182.635,(c)) (30-semisextile,3')", 3]
['06:18:40', "(Venus,152.687,(r)) (MC,122.659,(d)) (30-semisextile,2')\n(ASC,193.338,(r)) (Mars,193.401,(d)) (conjunction,4')\n(Venus,152.687,(r)) (ASC,182.658,(c)) (30-semisextile,2')", 3]
['06:18:47', "(Venus,152.687,(r)) (MC,122.691,(d)) (30-semisextile,0')\n(ASC,193.361,(r)) (Mars,193.403,(d)) (conjunction,3')\n(Venus,152.687,(r)) (ASC,182.681,(c)) (30-semisextile,0')", 3]
['06:18:56', "(Venus,152.687,(r)) (MC,122.724,(d)) (30-semisextile,2')\n(ASC,193.384,(r)) (Mars,193.405,(d)) (conjunction,1')\n(Venus,152.687,(r)) (ASC,182.704,(c)) (30-semisextile,1')", 3]
['06:19:04', "(Venus,152.688,(r)) (MC,122.756,(d)) (30-semisextile,4')\n(ASC,193.407,(r)) (Mars,193.407,(d)) (conjunction,0')\n(Venus,152.688,(r)) (ASC,182.727,(c)) (30-semisextile,2')", 3]
['06:19:12', "(ASC,193.430,(r)) (Mars,193.409,(d)) (conjunction,1')\n(Venus,152.688,(r)) (ASC,182.750,(c)) (30-semisextile,4')", 2]
['06:19:20', "(ASC,193.453,(r)) (Mars,193.411,(d)) (conjunction,2')\n(Venus,152.688,(r)) (ASC,182.773,(c)) (30-semisextile,5')", 2]
['06:19:28', "(ASC,193.476,(r)) (Mars,193.413,(d)) (conjunction,4')", 1]
['06:19:36', "(ASC,193.499,(r)) (Mars,193.415,(d)) (conjunction,5')", 1]
['06:19:44', "(ASC,193.522,(r)) (Mars,193.417,(d)) (conjunction,6')", 1]
['06:19:52', "(ASC,193.545,(r)) (Mars,193.419,(d)) (conjunction,8')", 1]
['06:20:00', "(ASC,193.568,(r)) (Mars,193.421,(d)) (conjunction,9')\n(ASC,193.568,(r)) (Neptune,163.643,(c)) (30-semisextile,5')", 2]
['06:20:08', "(ASC,193.591,(r)) (Mars,193.424,(d)) (conjunction,10')\n(ASC,193.591,(r)) (Neptune,163.642,(c)) (30-semisextile,3')", 2]
['06:20:16', "(ASC,193.614,(r)) (Neptune,163.641,(c)) (30-semisextile,2')", 1]
['06:20:23', "(ASC,193.637,(r)) (Neptune,163.639,(c)) (30-semisextile,0')", 1]
['06:20:31', "(ASC,193.659,(r)) (Neptune,163.638,(c)) (30-semisextile,1')", 1]
['06:20:39', "(ASC,193.682,(r)) (Neptune,163.637,(c)) (30-semisextile,3')", 1]
['06:20:47', "(ASC,193.705,(r)) (Neptune,163.635,(c)) (30-semisextile,4')", 1]
['06:20:56', '', 0]
['06:21:04', "(Pluto,124.183,(r)) (MC,94.097,(c)) (30-semisextile,5')", 1]
['06:21:12', "(Pluto,124.183,(r)) (MC,94.127,(c)) (30-semisextile,3')", 1]
['06:21:20', "(Pluto,124.183,(r)) (MC,94.158,(c)) (30-semisextile,1')", 1]
['06:21:28', "(Pluto,124.183,(r)) (MC,94.189,(c)) (30-semisextile,0')", 1]
['06:21:36', "(Pluto,124.183,(r)) (MC,94.220,(c)) (30-semisextile,2')", 1]
['06:21:44', "(Pluto,124.183,(r)) (MC,94.250,(c)) (30-semisextile,4')", 1]
['06:21:52', '', 0]
['06:22:00', '', 0]
['06:22:07', '', 0]
['06:22:15', '', 0]
['06:22:23', '', 0]
['06:22:31', '', 0]
['06:22:39', '', 0]
['06:22:47', '', 0]
['06:22:56', '', 0]
['06:23:04', "(MC,108.937,(r)) (Pluto,139.009,(d)) (30-semisextile,4')", 1]
['06:23:12', "(MC,108.969,(r)) (Pluto,139.012,(d)) (30-semisextile,3')", 1]
['06:23:20', "(MC,109.000,(r)) (Pluto,139.015,(d)) (30-semisextile,1')", 1]
['06:23:28', "(MC,109.031,(r)) (Pluto,139.018,(d)) (30-semisextile,1')", 1]
['06:23:36', "(MC,109.062,(r)) (Pluto,139.021,(d)) (30-semisextile,2')", 1]
['06:23:44', "(MC,109.094,(r)) (Pluto,139.024,(d)) (30-semisextile,4')", 1]
['06:23:51', '', 0]
['06:23:59', '', 0]
['06:24:07', '', 0]
['06:24:15', "(Pluto,124.183,(r)) (MC,124.020,(d)) (conjunction,10')", 1]
['06:24:23', "(Pluto,124.183,(r)) (MC,124.053,(d)) (conjunction,8')", 1]
['06:24:31', "(Pluto,124.183,(r)) (MC,124.085,(d)) (conjunction,6')\n(MC,109.281,(r)) (Venus,139.346,(c)) (30-semisextile,4')", 2]
['06:24:39', "(Pluto,124.183,(r)) (MC,124.118,(d)) (conjunction,4')\n(MC,109.313,(r)) (Venus,139.344,(c)) (30-semisextile,2')", 2]
['06:24:47', "(Pluto,124.183,(r)) (MC,124.150,(d)) (conjunction,2')\n(MC,109.344,(r)) (Venus,139.343,(c)) (30-semisextile,0')", 2]
['06:24:56', "(Pluto,124.183,(r)) (MC,124.183,(d)) (conjunction,0')\n(MC,109.375,(r)) (Venus,139.341,(c)) (30-semisextile,2')", 2]
['06:25:04', "(Pluto,124.183,(r)) (MC,124.215,(d)) (conjunction,2')\n(MC,109.407,(r)) (Venus,139.340,(c)) (30-semisextile,4')", 2]
['06:25:12', "(Pluto,124.183,(r)) (MC,124.248,(d)) (conjunction,4')", 1]
['06:25:20', "(Pluto,124.183,(r)) (MC,124.280,(d)) (conjunction,6')", 1]
['06:25:28', "(Pluto,124.183,(r)) (MC,124.313,(d)) (conjunction,8')", 1]
['06:25:35', "(Pluto,124.183,(r)) (MC,124.345,(d)) (conjunction,10')", 1]
['06:25:43', '', 0]
['06:25:51', '', 0]
['06:25:59', '', 0]
['06:26:07', '', 0]
['06:26:15', '', 0]
['06:26:23', '', 0]
['06:26:31', '', 0]
['06:26:39', '', 0]
['06:26:47', '', 0]
['06:26:56', '', 0]
['06:27:04', "(Pluto,124.183,(r)) (ASC,184.107,(c)) (sextile,5')", 1]
['06:27:11', "(Pluto,124.183,(r)) (ASC,184.130,(c)) (sextile,3')", 1]
['06:27:19', "(Pluto,124.183,(r)) (ASC,184.153,(c)) (sextile,2')", 1]
['06:27:27', "(Pluto,124.183,(r)) (ASC,184.176,(c)) (sextile,0')\n(MC,109.970,(r)) (Pluto,110.121,(c)) (conjunction,9')", 2]
['06:27:35', "(Pluto,124.183,(r)) (ASC,184.199,(c)) (sextile,1')\n(MC,110.002,(r)) (Pluto,110.121,(c)) (conjunction,7')", 2]
['06:27:43', "(Pluto,124.183,(r)) (ASC,184.222,(c)) (sextile,2')\n(MC,110.033,(r)) (Pluto,110.122,(c)) (conjunction,5')", 2]
['06:27:51', "(Pluto,124.183,(r)) (ASC,184.245,(c)) (sextile,4')\n(MC,110.064,(r)) (Pluto,110.122,(c)) (conjunction,3')", 2]
['06:27:59', "(Pluto,124.183,(r)) (ASC,184.268,(c)) (sextile,5')\n(MC,110.096,(r)) (Pluto,110.123,(c)) (conjunction,2')", 2]
['06:28:07', "(MC,110.127,(r)) (Pluto,110.123,(c)) (conjunction,0')", 1]
['06:28:15', "(MC,110.158,(r)) (Pluto,110.124,(c)) (conjunction,2')", 1]
['06:28:23', "(MC,110.190,(r)) (Pluto,110.124,(c)) (conjunction,4')", 1]
['06:28:31', "(MC,110.221,(r)) (Pluto,110.125,(c)) (conjunction,6')", 1]
['06:28:39', "(MC,110.253,(r)) (Pluto,110.125,(c)) (conjunction,8')", 1]
['06:28:47', "(MC,110.284,(r)) (Mars,170.348,(c)) (sextile,4')\n(MC,110.284,(r)) (Pluto,110.126,(c)) (conjunction,10')", 2]
['06:28:55', "(MC,110.315,(r)) (Mars,170.347,(c)) (sextile,2')", 1]
['06:29:04', "(MC,110.347,(r)) (Mars,170.346,(c)) (sextile,0')", 1]
['06:29:12', "(MC,110.378,(r)) (Mars,170.344,(c)) (sextile,2')", 1]
['06:29:20', "(MC,110.409,(r)) (Mars,170.343,(c)) (sextile,4')", 1]
['06:29:28', '', 0]
['06:29:36', '', 0]
['06:29:44', '', 0]
['06:29:52', '', 0]
['06:30:00', '', 0]
['06:30:08', "(Neptune,176.014,(r)) (ASC,205.938,(d)) (30-semisextile,5')", 1]
['06:30:16', "(Neptune,176.014,(r)) (ASC,205.961,(d)) (30-semisextile,3')", 1]
['06:30:24', "(Neptune,176.014,(r)) (ASC,205.984,(d)) (30-semisextile,2')", 1]
['06:30:32', "(Neptune,176.014,(r)) (ASC,206.007,(d)) (30-semisextile,0')", 1]
['06:30:39', "(Neptune,176.014,(r)) (ASC,206.029,(d)) (30-semisextile,1')", 1]
['06:30:47', "(Neptune,176.014,(r)) (ASC,206.052,(d)) (30-semisextile,2')", 1]
['06:30:56', "(Neptune,176.014,(r)) (ASC,206.075,(d)) (30-semisextile,4')", 1]
['06:31:04', "(Neptune,176.014,(r)) (ASC,206.098,(d)) (30-semisextile,5')", 1]
['06:31:12', '', 0]
['06:31:20', '', 0]
['06:31:28', '', 0]
['06:31:36', '', 0]
['06:31:44', '', 0]
['06:31:52', '', 0]
['06:32:00', '', 0]
['06:32:08', '', 0]
['06:32:15', '', 0]
['06:32:23', '', 0]
['06:32:31', '', 0]
['06:32:39', '', 0]
['06:32:47', '', 0]
['06:32:56', '', 0]
['06:33:04', '', 0]
['06:33:12', '', 0]
['06:33:20', '', 0]
['06:33:28', '', 0]
['06:33:36', '', 0]
['06:33:44', '', 0]
['06:33:52', '', 0]
['06:33:59', '', 0]
['06:34:07', '', 0]
['06:34:15', "(MC,111.571,(r)) (Mean_Node,201.639,(d)) (square,4')", 1]
['06:34:23', "(MC,111.603,(r)) (Mean_Node,201.641,(d)) (square,2')", 1]
['06:34:31', "(MC,111.634,(r)) (Mean_Node,201.642,(d)) (square,0')", 1]
['06:34:39', "(MC,111.666,(r)) (Mean_Node,201.644,(d)) (square,1')", 1]
['06:34:47', "(MC,111.697,(r)) (Mean_Node,201.646,(d)) (square,3')", 1]
['06:34:56', "(MC,111.729,(r)) (Mean_Node,201.647,(d)) (square,5')", 1]
['06:35:04', '', 0]
['06:35:12', '', 0]
['06:35:20', '', 0]
['06:35:28', "(ASC,196.227,(r)) (Venus,166.310,(d)) (30-semisextile,5')", 1]
['06:35:36', "(ASC,196.250,(r)) (Venus,166.312,(d)) (30-semisextile,4')", 1]
['06:35:43', "(ASC,196.272,(r)) (Venus,166.315,(d)) (30-semisextile,3')", 1]
['06:35:51', "(ASC,196.295,(r)) (Venus,166.317,(d)) (30-semisextile,1')", 1]
['06:35:59', "(ASC,196.318,(r)) (Venus,166.319,(d)) (30-semisextile,0')", 1]
['06:36:07', "(ASC,196.341,(r)) (Venus,166.321,(d)) (30-semisextile,1')", 1]
['06:36:15', "(ASC,196.364,(r)) (Venus,166.323,(d)) (30-semisextile,2')", 1]
['06:36:23', "(ASC,196.387,(r)) (Venus,166.326,(d)) (30-semisextile,4')", 1]
['06:36:31', "(ASC,196.410,(r)) (Venus,166.328,(d)) (30-semisextile,5')", 1]
['06:36:39', '', 0]
['06:36:47', '', 0]
['06:36:56', '', 0]
['06:37:04', '', 0]
['06:37:12', '', 0]
['06:37:20', '', 0]
['06:37:27', '', 0]
['06:37:35', '', 0]
['06:37:43', '', 0]
['06:37:51', '', 0]
['06:37:59', '', 0]
['06:38:07', '', 0]
['06:38:15', '', 0]
['06:38:23', '', 0]
['06:38:31', '', 0]
['06:38:39', '', 0]
['06:38:47', '', 0]
['06:38:56', '', 0]
['06:39:03', '', 0]
['06:39:11', '', 0]
['06:39:19', '', 0]
['06:39:27', '', 0]
['06:39:35', '', 0]
['06:39:43', '', 0]
['06:39:51', '', 0]
['06:40:00', '', 0]
['06:40:08', '', 0]
['06:40:16', '', 0]
['06:40:24', '', 0]
['06:40:32', '', 0]
['06:40:40', '', 0]
['06:40:47', '', 0]
['06:40:56', "(Moon,297.868,(r)) (ASC,207.785,(d)) (square,5')", 1]
['06:41:04', "(Moon,297.869,(r)) (ASC,207.808,(d)) (square,4')", 1]
['06:41:12', "(Moon,297.870,(r)) (ASC,207.830,(d)) (square,2')", 1]
['06:41:20', "(Moon,297.872,(r)) (ASC,207.853,(d)) (square,1')", 1]
['06:41:28', "(Moon,297.873,(r)) (ASC,207.876,(d)) (square,0')", 1]
['06:41:36', "(Moon,297.874,(r)) (ASC,207.899,(d)) (square,1')", 1]
['06:41:44', "(Moon,297.875,(r)) (ASC,207.922,(d)) (square,3')", 1]
['06:41:52', "(Moon,297.876,(r)) (ASC,207.944,(d)) (square,4')", 1]
['06:42:00', "(Moon,297.877,(r)) (ASC,207.967,(d)) (square,5')", 1]
['06:42:08', '', 0]
['06:42:16', '', 0]
['06:42:24', '', 0]
['06:42:31', '', 0]
['06:42:39', '', 0]
['06:42:47', '', 0]
['06:42:56', '', 0]
['06:43:04', '', 0]
['06:43:12', '', 0]
['06:43:20', '', 0]
['06:43:28', '', 0]
['06:43:36', '', 0]
['06:43:44', "(MC,113.810,(r)) (Saturn,53.898,(d)) (sextile,5')", 1]
['06:43:52', "(MC,113.841,(r)) (Saturn,53.896,(d)) (sextile,3')", 1]
['06:44:00', "(MC,113.873,(r)) (Saturn,53.894,(d)) (sextile,1')", 1]
['06:44:08', "(MC,113.904,(r)) (Saturn,53.892,(d)) (sextile,1')", 1]
['06:44:15', "(MC,113.936,(r)) (Saturn,53.890,(d)) (sextile,3')", 1]
['06:44:23', "(MC,113.968,(r)) (Saturn,53.888,(d)) (sextile,5')", 1]
['06:44:31', '', 0]
['06:44:39', '', 0]
['06:44:47', '', 0]
['06:44:56', '', 0]
['06:45:04', '', 0]
['06:45:12', '', 0]
['06:45:20', '', 0]
['06:45:28', '', 0]
['06:45:36', '', 0]
['06:45:44', '', 0]
['06:45:51', '', 0]
['06:45:59', '', 0]
['06:46:07', '', 0]
['06:46:15', '', 0]
['06:46:23', '', 0]
['06:46:31', '', 0]
['06:46:39', '', 0]
['06:46:47', '', 0]
['06:46:56', '', 0]
['06:47:04', '', 0]
['06:47:12', '', 0]
['06:47:20', '', 0]
['06:47:28', '', 0]
['06:47:35', '', 0]
['06:47:43', '', 0]
['06:47:51', '', 0]
['06:47:59', '', 0]
['06:48:07', '', 0]
['06:48:15', '', 0]
['06:48:23', '', 0]
['06:48:31', '', 0]
['06:48:39', '', 0]
['06:48:47', '', 0]
['06:48:56', "(Mean_Node,190.606,(r)) (MC,100.527,(c)) (square,5')", 1]
['06:49:04', "(Mean_Node,190.606,(r)) (MC,100.557,(c)) (square,3')", 1]
['06:49:12', "(Mean_Node,190.606,(r)) (MC,100.588,(c)) (square,1')", 1]
['06:49:19', "(Mean_Node,190.606,(r)) (MC,100.619,(c)) (square,1')", 1]
['06:49:27', "(Mean_Node,190.606,(r)) (MC,100.650,(c)) (square,3')", 1]
['06:49:35', "(Mean_Node,190.606,(r)) (MC,100.681,(c)) (square,4')", 1]
['06:49:43', '', 0]
['06:49:51', '', 0]
['06:49:59', '', 0]
['06:50:07', '', 0]
['06:50:15', '', 0]
['06:50:23', '', 0]
['06:50:31', '', 0]
['06:50:39', '', 0]
['06:50:47', "(Mean_Node,190.606,(r)) (MC,130.544,(d)) (sextile,4')", 1]
['06:50:56', "(Mean_Node,190.606,(r)) (MC,130.577,(d)) (sextile,2')", 1]
['06:51:04', "(Mean_Node,190.606,(r)) (MC,130.610,(d)) (sextile,0')", 1]
['06:51:12', "(Mean_Node,190.606,(r)) (MC,130.643,(d)) (sextile,2')\n(ASC,198.928,(r)) (Venus,139.021,(c)) (sextile,6')", 2]
['06:51:20', "(Mean_Node,190.606,(r)) (MC,130.676,(d)) (sextile,4')\n(ASC,198.951,(r)) (Venus,139.019,(c)) (sextile,4')", 2]
['06:51:28', "(ASC,198.974,(r)) (Venus,139.018,(c)) (sextile,3')", 1]
['06:51:36', "(ASC,198.997,(r)) (Venus,139.016,(c)) (sextile,1')", 1]
['06:51:44', "(ASC,199.020,(r)) (Venus,139.014,(c)) (sextile,0')", 1]
['06:51:52', "(ASC,199.043,(r)) (Venus,139.013,(c)) (sextile,2')", 1]
['06:52:00', "(ASC,199.065,(r)) (Venus,139.011,(c)) (sextile,3')", 1]
['06:52:08', "(ASC,199.088,(r)) (Venus,139.010,(c)) (sextile,5')", 1]
['06:52:16', '', 0]
['06:52:24', "(Neptune,176.014,(r)) (MC,130.941,(d)) (45-semisquare,4')", 1]
['06:52:32', "(Neptune,176.014,(r)) (MC,130.974,(d)) (45-semisquare,2')", 1]
['06:52:39', "(Neptune,176.014,(r)) (MC,131.007,(d)) (45-semisquare,0')", 1]
['06:52:47', "(Neptune,176.014,(r)) (MC,131.041,(d)) (45-semisquare,2')", 1]
['06:52:56', "(Neptune,176.014,(r)) (MC,131.074,(d)) (45-semisquare,4')", 1]
['06:53:04', "(Neptune,176.014,(r)) (MC,131.107,(d)) (45-semisquare,6')", 1]
['06:53:12', '', 0]
['06:53:20', '', 0]
['06:53:28', '', 0]
['06:53:36', '', 0]
['06:53:44', '', 0]
['06:53:52', '', 0]
['06:54:00', '', 0]
['06:54:08', '', 0]
['06:54:16', '', 0]
['06:54:23', '', 0]
['06:54:31', '', 0]
['06:54:39', '', 0]
['06:54:47', '', 0]
['06:54:56', '', 0]
['06:55:04', '', 0]
['06:55:12', '', 0]
['06:55:20', '', 0]
['06:55:28', '', 0]
['06:55:36', '', 0]
['06:55:44', "(ASC,199.706,(r)) (Pluto,139.791,(d)) (sextile,5')", 1]
['06:55:52', "(ASC,199.729,(r)) (Pluto,139.794,(d)) (sextile,4')", 1]
['06:56:00', "(ASC,199.752,(r)) (Pluto,139.797,(d)) (sextile,3')", 1]
['06:56:07', "(ASC,199.775,(r)) (Pluto,139.801,(d)) (sextile,2')", 1]
['06:56:15', "(ASC,199.797,(r)) (Pluto,139.804,(d)) (sextile,0')", 1]
['06:56:23', "(ASC,199.820,(r)) (Pluto,139.807,(d)) (sextile,1')", 1]
['06:56:31', "(ASC,199.843,(r)) (Pluto,139.811,(d)) (sextile,2')", 1]
['06:56:39', "(ASC,199.866,(r)) (Pluto,139.814,(d)) (sextile,3')", 1]
['06:56:47', "(ASC,199.889,(r)) (Pluto,139.817,(d)) (sextile,4')", 1]
['06:56:56', "(ASC,199.912,(r)) (Pluto,139.820,(d)) (sextile,5')", 1]
['06:57:04', '', 0]
['06:57:12', "(ASC,199.958,(r)) (Mars,170.041,(c)) (30-semisextile,5')", 1]
['06:57:20', "(ASC,199.980,(r)) (Mars,170.040,(c)) (30-semisextile,4')", 1]
['06:57:28', "(ASC,200.003,(r)) (Mars,170.038,(c)) (30-semisextile,2')", 1]
['06:57:36', "(ASC,200.026,(r)) (Mars,170.037,(c)) (30-semisextile,1')", 1]
['06:57:44', "(ASC,200.049,(r)) (Mars,170.035,(c)) (30-semisextile,1')", 1]
['06:57:51', "(ASC,200.072,(r)) (Mars,170.034,(c)) (30-semisextile,2')", 1]
['06:57:59', "(ASC,200.095,(r)) (Mars,170.032,(c)) (30-semisextile,4')", 1]
['06:58:07', "(ASC,200.118,(r)) (Mars,170.031,(c)) (30-semisextile,5')", 1]
['06:58:15', "(ASC,200.141,(r)) (Pluto,110.228,(c)) (square,5')", 1]
['06:58:23', "(ASC,200.163,(r)) (Pluto,110.229,(c)) (square,4')", 1]
['06:58:31', "(ASC,200.186,(r)) (Pluto,110.229,(c)) (square,3')", 1]
['06:58:39', "(ASC,200.209,(r)) (Pluto,110.229,(c)) (square,1')", 1]
['06:58:47', "(ASC,200.232,(r)) (Pluto,110.230,(c)) (square,0')", 1]
['06:58:56', "(ASC,200.255,(r)) (Pluto,110.230,(c)) (square,1')", 1]
['06:59:04', "(ASC,200.278,(r)) (Pluto,110.231,(c)) (square,3')", 1]
['06:59:12', "(ASC,200.301,(r)) (Pluto,110.231,(c)) (square,4')", 1]
['06:59:20', "(ASC,200.323,(r)) (Pluto,110.232,(c)) (square,5')", 1]
['06:59:27', '', 0]
['06:59:35', '', 0]
['06:59:43', '', 0]
['06:59:51', '', 0]
['06:59:59', '', 0]
['07:00:07', '', 0]
['07:00:15', "(Saturn,43.244,(r)) (MC,103.154,(c)) (sextile,5')", 1]
['07:00:23', "(Saturn,43.244,(r)) (MC,103.185,(c)) (sextile,4')", 1]
['07:00:31', "(Saturn,43.244,(r)) (MC,103.216,(c)) (sextile,2')", 1]
['07:00:39', "(Saturn,43.244,(r)) (MC,103.247,(c)) (sextile,0')", 1]
['07:00:47', "(Saturn,43.244,(r)) (MC,103.278,(c)) (sextile,2')", 1]
['07:00:56', "(Saturn,43.244,(r)) (MC,103.309,(c)) (sextile,4')", 1]
['07:01:04', '', 0]
['07:01:11', '', 0]
['07:01:19', "(Saturn,43.244,(r)) (MC,133.169,(d)) (square,5')", 1]
['07:01:27', "(Saturn,43.244,(r)) (MC,133.202,(d)) (square,3')", 1]
['07:01:35', "(Saturn,43.244,(r)) (MC,133.236,(d)) (square,1')", 1]
['07:01:43', "(Saturn,43.244,(r)) (MC,133.269,(d)) (square,2')\n(MC,118.099,(r)) (Neptune,163.186,(c)) (45-semisquare,5')", 2]
['07:01:51', "(Saturn,43.244,(r)) (MC,133.303,(d)) (square,4')\n(MC,118.131,(r)) (Neptune,163.185,(c)) (45-semisquare,3')", 2]
['07:01:59', "(Saturn,43.244,(r)) (MC,133.336,(d)) (square,6')\n(MC,118.163,(r)) (Neptune,163.183,(c)) (45-semisquare,1')", 2]
['07:02:07', "(MC,118.194,(r)) (Neptune,163.182,(c)) (45-semisquare,1')", 1]
['07:02:15', "(MC,118.226,(r)) (Neptune,163.180,(c)) (45-semisquare,3')", 1]
['07:02:23', "(MC,118.258,(r)) (Neptune,163.178,(c)) (45-semisquare,5')", 1]
['07:02:31', '', 0]
['07:02:39', '', 0]
['07:02:47', '', 0]
['07:02:55', '', 0]
['07:03:03', '', 0]
['07:03:11', '', 0]
['07:03:19', '', 0]
['07:03:27', '', 0]
['07:03:35', '', 0]
['07:03:43', "(Mean_Node,190.606,(r)) (ASC,190.426,(c)) (conjunction,11')", 1]
['07:03:51', "(Mean_Node,190.606,(r)) (ASC,190.449,(c)) (conjunction,9')", 1]
['07:03:59', "(Mean_Node,190.606,(r)) (ASC,190.472,(c)) (conjunction,8')", 1]
['07:04:07', "(Mean_Node,190.606,(r)) (ASC,190.495,(c)) (conjunction,7')", 1]
['07:04:15', "(Mean_Node,190.606,(r)) (ASC,190.518,(c)) (conjunction,5')", 1]
['07:04:23', "(Mean_Node,190.606,(r)) (ASC,190.541,(c)) (conjunction,4')", 1]
['07:04:31', "(Mean_Node,190.606,(r)) (ASC,190.564,(c)) (conjunction,3')", 1]
['07:04:39', "(Mean_Node,190.606,(r)) (ASC,190.587,(c)) (conjunction,1')", 1]
['07:04:47', "(Mean_Node,190.606,(r)) (ASC,190.610,(c)) (conjunction,0')", 1]
['07:04:55', "(Mean_Node,190.606,(r)) (ASC,190.633,(c)) (conjunction,2')", 1]
['07:05:03', "(Mean_Node,190.606,(r)) (ASC,190.655,(c)) (conjunction,3')", 1]
['07:05:11', "(Mean_Node,190.606,(r)) (ASC,190.678,(c)) (conjunction,4')", 1]
['07:05:19', "(Mean_Node,190.606,(r)) (ASC,190.701,(c)) (conjunction,6')", 1]
['07:05:27', "(Mean_Node,190.606,(r)) (ASC,190.724,(c)) (conjunction,7')", 1]
['07:05:35', "(Mean_Node,190.606,(r)) (ASC,190.747,(c)) (conjunction,8')", 1]
['07:05:43', "(Mean_Node,190.606,(r)) (ASC,190.770,(c)) (conjunction,10')\n(MC,119.058,(r)) (Mean_Node,179.126,(c)) (sextile,4')", 2]
['07:05:51', "(MC,119.090,(r)) (Mean_Node,179.125,(c)) (sextile,2')", 1]
['07:06:00', "(MC,119.122,(r)) (Mean_Node,179.123,(c)) (sextile,0')", 1]
['07:06:08', "(MC,119.154,(r)) (Mean_Node,179.121,(c)) (sextile,2')", 1]
['07:06:15', "(MC,119.186,(r)) (Mean_Node,179.119,(c)) (sextile,4')", 1]
['07:06:23', '', 0]
['07:06:31', '', 0]
['07:06:39', '', 0]
['07:06:47', '', 0]
['07:06:56', '', 0]
['07:07:04', '', 0]
['07:07:12', '', 0]
['07:07:20', "(Mars,182.384,(r)) (ASC,212.294,(d)) (30-semisextile,5')", 1]
['07:07:28', "(Mars,182.384,(r)) (ASC,212.317,(d)) (30-semisextile,4')", 1]
['07:07:36', "(Mars,182.384,(r)) (ASC,212.339,(d)) (30-semisextile,3')", 1]
['07:07:44', "(Mars,182.384,(r)) (ASC,212.362,(d)) (30-semisextile,1')", 1]
['07:07:52', "(Mars,182.384,(r)) (ASC,212.385,(d)) (30-semisextile,0')", 1]
['07:07:59', "(Mars,182.384,(r)) (ASC,212.408,(d)) (30-semisextile,1')", 1]
['07:08:07', "(Mars,182.384,(r)) (ASC,212.430,(d)) (30-semisextile,3')", 1]
['07:08:15', "(Mars,182.384,(r)) (ASC,212.453,(d)) (30-semisextile,4')", 1]
['07:08:23', "(Mars,182.384,(r)) (ASC,212.476,(d)) (30-semisextile,6')", 1]
['07:08:31', '', 0]
['07:08:39', "(ASC,201.923,(r)) (Mean_Node,202.084,(d)) (conjunction,10')", 1]
['07:08:47', "(ASC,201.946,(r)) (Mean_Node,202.086,(d)) (conjunction,8')", 1]
['07:08:56', "(ASC,201.969,(r)) (Mean_Node,202.088,(d)) (conjunction,7')", 1]
['07:09:04', "(ASC,201.992,(r)) (Mean_Node,202.090,(d)) (conjunction,6')", 1]
['07:09:12', "(ASC,202.015,(r)) (Mean_Node,202.092,(d)) (conjunction,5')", 1]
