['Time', 'Event0', 'Count']
['09:22:15', "(Mars,182.444,(r)) (MC,137.441,(c)) (45-semisquare,0')\n(Pluto,124.184,(r)) (ASC,214.165,(c)) (square,1')", 2]
['09:22:23', "(Mars,182.444,(r)) (MC,137.474,(c)) (45-semisquare,2')\n(Pluto,124.184,(r)) (ASC,214.187,(c)) (square,0')", 2]
['09:22:31', "(Mars,182.444,(r)) (MC,137.508,(c)) (45-semisquare,4')\n(Pluto,124.184,(r)) (ASC,214.210,(c)) (square,2')", 2]
['09:22:39', "(Mean_Node,190.601,(r)) (ASC,235.528,(d)) (45-semisquare,4')\n(Pluto,124.184,(r)) (ASC,214.233,(c)) (square,3')", 2]
['09:22:47', "(Mean_Node,190.601,(r)) (ASC,235.551,(d)) (45-semisquare,3')\n(Pluto,124.184,(r)) (ASC,214.256,(c)) (square,4')", 2]
['09:22:56', "(Mean_Node,190.601,(r)) (ASC,235.574,(d)) (45-semisquare,2')", 1]
['09:23:04', "(Mean_Node,190.601,(r)) (ASC,235.598,(d)) (45-semisquare,0')", 1]
['09:23:12', "(Mean_Node,190.601,(r)) (ASC,235.621,(d)) (45-semisquare,1')", 1]
['09:23:20', "(Mean_Node,190.601,(r)) (ASC,235.644,(d)) (45-semisquare,3')", 1]
['09:23:28', "(Mean_Node,190.601,(r)) (ASC,235.668,(d)) (45-semisquare,4')", 1]
['09:23:36', "(Mean_Node,190.601,(r)) (ASC,235.691,(d)) (45-semisquare,5')", 1]
['09:23:44', '', 0]
['09:23:51', '', 0]
['09:23:59', '', 0]
['09:24:07', '', 0]
['09:24:15', '', 0]
['09:24:23', '', 0]
['09:24:31', '', 0]
['09:24:39', '', 0]
['09:24:47', '', 0]
['09:24:56', '', 0]
['09:25:04', "(Neptune,176.018,(r)) (ASC,235.947,(d)) (sextile,4')", 1]
['09:25:12', "(Neptune,176.018,(r)) (ASC,235.971,(d)) (sextile,3')", 1]
['09:25:20', "(Neptune,176.018,(r)) (ASC,235.994,(d)) (sextile,1')", 1]
['09:25:28', "(Neptune,176.018,(r)) (ASC,236.017,(d)) (sextile,0')", 1]
['09:25:35', "(Neptune,176.018,(r)) (ASC,236.041,(d)) (sextile,1')", 1]
['09:25:43', "(Neptune,176.018,(r)) (ASC,236.064,(d)) (sextile,3')", 1]
['09:25:51', "(Neptune,176.018,(r)) (ASC,236.087,(d)) (sextile,4')", 1]
['09:25:59', "(Neptune,176.018,(r)) (ASC,236.111,(d)) (sextile,6')", 1]
['09:26:07', '', 0]
['09:26:15', '', 0]
['09:26:23', '', 0]
['09:26:31', '', 0]
['09:26:39', '', 0]
['09:26:47', '', 0]
['09:26:56', '', 0]
['09:27:04', '', 0]
['09:27:11', '', 0]
['09:27:19', '', 0]
['09:27:27', '', 0]
['09:27:35', '', 0]
['09:27:43', '', 0]
['09:27:51', '', 0]
['09:27:59', '', 0]
['09:28:07', '', 0]
['09:28:15', '', 0]
['09:28:23', '', 0]
['09:28:31', '', 0]
['09:28:39', '', 0]
['09:28:47', '', 0]
['09:28:55', '', 0]
['09:29:04', '', 0]
['09:29:12', '', 0]
['09:29:20', '', 0]
['09:29:28', '', 0]
['09:29:36', '', 0]
['09:29:44', '', 0]
['09:29:52', '', 0]
['09:30:00', '', 0]
['09:30:08', '', 0]
['09:30:16', '', 0]
['09:30:24', '', 0]
['09:30:32', '', 0]
['09:30:39', "(MC,155.737,(r)) (Pluto,110.806,(c)) (45-semisquare,4')", 1]
['09:30:47', "(MC,155.772,(r)) (Pluto,110.806,(c)) (45-semisquare,2')", 1]
['09:30:56', "(MC,155.808,(r)) (Pluto,110.807,(c)) (45-semisquare,0')", 1]
['09:31:04', "(MC,155.843,(r)) (Pluto,110.807,(c)) (45-semisquare,2')", 1]
['09:31:12', "(MC,155.878,(r)) (Pluto,110.808,(c)) (45-semisquare,4')", 1]
['09:31:20', '', 0]
['09:31:28', '', 0]
['09:31:36', '', 0]
['09:31:44', '', 0]
['09:31:52', '', 0]
['09:32:00', '', 0]
['09:32:08', '', 0]
['09:32:15', '', 0]
['09:32:23', '', 0]
['09:32:31', '', 0]
['09:32:39', '', 0]
['09:32:47', '', 0]
['09:32:56', "(ASC,226.584,(r)) (Venus,136.661,(c)) (square,5')", 1]
['09:33:04', "(ASC,226.607,(r)) (Venus,136.658,(c)) (square,3')", 1]
['09:33:12', "(ASC,226.630,(r)) (Venus,136.656,(c)) (square,2')", 1]
['09:33:20', "(ASC,226.653,(r)) (Venus,136.654,(c)) (square,0')", 1]
['09:33:28', "(ASC,226.676,(r)) (Venus,136.652,(c)) (square,1')", 1]
['09:33:36', "(ASC,226.699,(r)) (Venus,136.649,(c)) (square,3')", 1]
['09:33:44', "(ASC,226.722,(r)) (Venus,136.647,(c)) (square,4')", 1]
['09:33:52', '', 0]
['09:33:59', '', 0]
['09:34:07', '', 0]
['09:34:15', '', 0]
['09:34:23', '', 0]
['09:34:31', '', 0]
['09:34:39', '', 0]
['09:34:47', '', 0]
['09:34:56', '', 0]
['09:35:04', '', 0]
['09:35:12', '', 0]
['09:35:20', '', 0]
['09:35:28', '', 0]
['09:35:36', "(ASC,227.042,(r)) (Mars,197.125,(d)) (30-semisextile,5')", 1]
['09:35:43', "(ASC,227.065,(r)) (Mars,197.129,(d)) (30-semisextile,4')", 1]
['09:35:51', "(ASC,227.088,(r)) (Mars,197.132,(d)) (30-semisextile,3')", 1]
['09:35:59', "(ASC,227.111,(r)) (Mars,197.135,(d)) (30-semisextile,1')", 1]
['09:36:07', "(ASC,227.134,(r)) (Mars,197.138,(d)) (30-semisextile,0')", 1]
['09:36:15', "(ASC,227.157,(r)) (Mars,197.141,(d)) (30-semisextile,1')", 1]
['09:36:23', "(ASC,227.180,(r)) (Mars,197.145,(d)) (30-semisextile,2')", 1]
['09:36:31', "(ASC,227.203,(r)) (Mars,197.148,(d)) (30-semisextile,3')", 1]
['09:36:39', "(ASC,227.226,(r)) (Mars,197.151,(d)) (30-semisextile,4')", 1]
['09:36:47', '', 0]
['09:36:56', '', 0]
['09:37:04', '', 0]
['09:37:12', '', 0]
['09:37:20', '', 0]
['09:37:27', '', 0]
['09:37:35', '', 0]
['09:37:43', '', 0]
['09:37:51', '', 0]
['09:37:59', '', 0]
['09:38:07', '', 0]
['09:38:15', '', 0]
['09:38:23', '', 0]
['09:38:31', '', 0]
['09:38:39', '', 0]
['09:38:47', '', 0]
['09:38:56', '', 0]
['09:39:03', '', 0]
['09:39:11', '', 0]
['09:39:19', '', 0]
['09:39:27', '', 0]
['09:39:35', "(ASC,227.730,(r)) (Mars,167.800,(c)) (sextile,4')", 1]
['09:39:43', "(ASC,227.753,(r)) (Mars,167.798,(c)) (sextile,3')", 1]
['09:39:51', "(ASC,227.775,(r)) (Mars,167.795,(c)) (sextile,1')", 1]
['09:40:00', "(ASC,227.798,(r)) (Mars,167.793,(c)) (sextile,0')", 1]
['09:40:08', "(ASC,227.821,(r)) (Mars,167.791,(c)) (sextile,2')", 1]
['09:40:16', "(ASC,227.844,(r)) (Mars,167.789,(c)) (sextile,3')", 1]
['09:40:24', "(ASC,227.867,(r)) (Mars,167.786,(c)) (sextile,5')", 1]
['09:40:32', '', 0]
['09:40:40', '', 0]
['09:40:47', '', 0]
['09:40:56', '', 0]
['09:41:04', '', 0]
['09:41:12', '', 0]
['09:41:20', '', 0]
['09:41:28', '', 0]
['09:41:36', '', 0]
['09:41:44', '', 0]
['09:41:52', '', 0]
['09:42:00', '', 0]
['09:42:08', '', 0]
['09:42:16', '', 0]
['09:42:24', '', 0]
['09:42:31', '', 0]
['09:42:39', '', 0]
['09:42:47', '', 0]
['09:42:56', '', 0]
['09:43:04', '', 0]
['09:43:12', "(Neptune,176.019,(r)) (MC,175.874,(d)) (conjunction,9')", 1]
['09:43:20', "(Neptune,176.019,(r)) (MC,175.911,(d)) (conjunction,6')", 1]
['09:43:28', "(Neptune,176.019,(r)) (MC,175.947,(d)) (conjunction,4')", 1]
['09:43:36', "(Neptune,176.019,(r)) (MC,175.983,(d)) (conjunction,2')", 1]
['09:43:44', "(Neptune,176.019,(r)) (MC,176.020,(d)) (conjunction,0')", 1]
['09:43:52', "(Neptune,176.019,(r)) (MC,176.056,(d)) (conjunction,2')", 1]
['09:44:00', "(Neptune,176.019,(r)) (MC,176.093,(d)) (conjunction,4')", 1]
['09:44:08', "(Neptune,176.019,(r)) (MC,176.129,(d)) (conjunction,7')", 1]
['09:44:15', "(Neptune,176.019,(r)) (MC,176.165,(d)) (conjunction,9')", 1]
['09:44:23', '', 0]
['09:44:31', '', 0]
['09:44:39', "(Moon,299.482,(r)) (ASC,239.394,(d)) (sextile,5')", 1]
['09:44:47', "(Moon,299.483,(r)) (ASC,239.418,(d)) (sextile,4')", 1]
['09:44:56', "(Moon,299.484,(r)) (ASC,239.442,(d)) (sextile,3')\n(MC,159.545,(r)) (Mean_Node,204.614,(d)) (45-semisquare,4')", 2]
['09:45:04', "(Moon,299.485,(r)) (ASC,239.465,(d)) (sextile,1')\n(MC,159.581,(r)) (Mean_Node,204.617,(d)) (45-semisquare,2')", 2]
['09:45:12', "(Moon,299.487,(r)) (ASC,239.489,(d)) (sextile,0')\n(MC,159.617,(r)) (Mean_Node,204.619,(d)) (45-semisquare,0')", 2]
['09:45:20', "(Moon,299.488,(r)) (ASC,239.512,(d)) (sextile,1')\n(MC,159.653,(r)) (Mean_Node,204.622,(d)) (45-semisquare,2')", 2]
['09:45:28', "(Moon,299.489,(r)) (ASC,239.536,(d)) (sextile,3')\n(MC,159.688,(r)) (Mean_Node,204.625,(d)) (45-semisquare,4')", 2]
['09:45:36', "(Moon,299.490,(r)) (ASC,239.560,(d)) (sextile,4')", 1]
['09:45:44', "(Moon,299.491,(r)) (ASC,239.583,(d)) (sextile,6')\n(MC,159.760,(r)) (Moon,279.820,(c)) (trine,4')", 2]
['09:45:51', "(MC,159.796,(r)) (Moon,279.818,(c)) (trine,1')", 1]
['09:45:59', "(MC,159.831,(r)) (Moon,279.815,(c)) (trine,1')", 1]
['09:46:07', "(MC,159.867,(r)) (Moon,279.813,(c)) (trine,3')", 1]
['09:46:15', "(MC,159.903,(r)) (Moon,279.810,(c)) (trine,6')", 1]
['09:46:23', '', 0]
['09:46:31', '', 0]
['09:46:39', '', 0]
['09:46:47', '', 0]
['09:46:56', '', 0]
['09:47:04', '', 0]
['09:47:12', '', 0]
['09:47:20', '', 0]
['09:47:28', '', 0]
['09:47:35', '', 0]
['09:47:43', '', 0]
['09:47:51', '', 0]
['09:47:59', '', 0]
['09:48:07', '', 0]
['09:48:15', '', 0]
['09:48:23', '', 0]
['09:48:31', '', 0]
['09:48:39', '', 0]
['09:48:47', '', 0]
['09:48:56', '', 0]
['09:49:04', "(MC,160.654,(r)) (Neptune,160.832,(c)) (conjunction,11')", 1]
['09:49:12', "(MC,160.690,(r)) (Neptune,160.830,(c)) (conjunction,8')", 1]
['09:49:19', "(MC,160.726,(r)) (Neptune,160.827,(c)) (conjunction,6')", 1]
['09:49:27', "(MC,160.761,(r)) (Neptune,160.825,(c)) (conjunction,4')", 1]
['09:49:35', "(MC,160.797,(r)) (Neptune,160.823,(c)) (conjunction,2')", 1]
['09:49:43', "(MC,160.833,(r)) (Neptune,160.820,(c)) (conjunction,1')", 1]
['09:49:51', "(MC,160.869,(r)) (Neptune,160.818,(c)) (conjunction,3')", 1]
['09:49:59', "(MC,160.905,(r)) (Neptune,160.816,(c)) (conjunction,5')", 1]
['09:50:07', "(MC,160.941,(r)) (Neptune,160.814,(c)) (conjunction,8')", 1]
['09:50:15', "(MC,160.976,(r)) (Neptune,160.811,(c)) (conjunction,10')", 1]
['09:50:23', '', 0]
['09:50:31', '', 0]
['09:50:39', '', 0]
['09:50:47', '', 0]
['09:50:56', '', 0]
['09:51:04', '', 0]
['09:51:12', '', 0]
['09:51:20', '', 0]
['09:51:28', '', 0]
['09:51:36', "(Saturn,43.236,(r)) (MC,178.168,(d)) (135-sesquisquare,4')", 1]
['09:51:44', "(Saturn,43.236,(r)) (MC,178.205,(d)) (135-sesquisquare,2')", 1]
['09:51:52', "(Saturn,43.236,(r)) (MC,178.241,(d)) (135-sesquisquare,0')", 1]
['09:52:00', "(Saturn,43.236,(r)) (MC,178.278,(d)) (135-sesquisquare,2')", 1]
['09:52:08', "(Saturn,43.236,(r)) (MC,178.314,(d)) (135-sesquisquare,5')", 1]
['09:52:16', '', 0]
['09:52:24', '', 0]
['09:52:32', '', 0]
['09:52:39', '', 0]
['09:52:47', '', 0]
['09:52:56', '', 0]
['09:53:04', '', 0]
['09:53:12', '', 0]
['09:53:20', "(MC,161.801,(r)) (Neptune,191.872,(d)) (30-semisextile,4')", 1]
['09:53:28', "(MC,161.837,(r)) (Neptune,191.875,(d)) (30-semisextile,2')", 1]
['09:53:36', "(MC,161.873,(r)) (Neptune,191.879,(d)) (30-semisextile,0')", 1]
['09:53:44', "(MC,161.908,(r)) (Neptune,191.882,(d)) (30-semisextile,2')\n(Mean_Node,190.599,(r)) (MC,145.510,(c)) (45-semisquare,5')", 2]
['09:53:52', "(MC,161.944,(r)) (Neptune,191.886,(d)) (30-semisextile,4')\n(Mean_Node,190.599,(r)) (MC,145.544,(c)) (45-semisquare,3')", 2]
['09:54:00', "(MC,161.980,(r)) (Neptune,191.889,(d)) (30-semisextile,5')\n(Mean_Node,190.599,(r)) (MC,145.579,(c)) (45-semisquare,1')", 2]
['09:54:08', "(Mean_Node,190.599,(r)) (MC,145.614,(c)) (45-semisquare,1')", 1]
['09:54:16', "(Mean_Node,190.599,(r)) (MC,145.648,(c)) (45-semisquare,3')", 1]
['09:54:23', "(Mean_Node,190.599,(r)) (MC,145.683,(c)) (45-semisquare,5')", 1]
['09:54:31', '', 0]
['09:54:39', '', 0]
['09:54:47', '', 0]
['09:54:56', "(ASC,230.371,(r)) (Venus,170.447,(d)) (sextile,5')", 1]
['09:55:04', "(ASC,230.394,(r)) (Venus,170.451,(d)) (sextile,3')", 1]
['09:55:12', "(ASC,230.417,(r)) (Venus,170.454,(d)) (sextile,2')", 1]
['09:55:20', "(ASC,230.440,(r)) (Venus,170.458,(d)) (sextile,1')", 1]
['09:55:28', "(ASC,230.463,(r)) (Venus,170.461,(d)) (sextile,0')\n(Neptune,176.019,(r)) (MC,145.960,(c)) (30-semisextile,4')", 2]
['09:55:36', "(ASC,230.486,(r)) (Venus,170.465,(d)) (sextile,1')\n(Neptune,176.019,(r)) (MC,145.994,(c)) (30-semisextile,1')", 2]
['09:55:44', "(ASC,230.509,(r)) (Venus,170.468,(d)) (sextile,2')\n(Neptune,176.019,(r)) (MC,146.029,(c)) (30-semisextile,1')", 2]
['09:55:52', "(ASC,230.532,(r)) (Venus,170.472,(d)) (sextile,4')\n(Neptune,176.019,(r)) (MC,146.064,(c)) (30-semisextile,3')", 2]
['09:56:00', "(ASC,230.555,(r)) (Venus,170.476,(d)) (sextile,5')\n(Neptune,176.019,(r)) (MC,146.098,(c)) (30-semisextile,5')", 2]
['09:56:07', '', 0]
['09:56:15', '', 0]
['09:56:23', '', 0]
['09:56:31', "(Moon,299.586,(r)) (MC,179.516,(d)) (trine,4')", 1]
['09:56:39', "(Moon,299.587,(r)) (MC,179.553,(d)) (trine,2')\n(MC,162.698,(r)) (Moon,312.783,(d)) (150-quincunx,5')", 2]
['09:56:47', "(Moon,299.588,(r)) (MC,179.589,(d)) (trine,0')\n(MC,162.734,(r)) (Moon,312.784,(d)) (150-quincunx,3')", 2]
['09:56:56', "(Moon,299.589,(r)) (MC,179.626,(d)) (trine,2')\n(MC,162.770,(r)) (Moon,312.784,(d)) (150-quincunx,1')", 2]
['09:57:04', "(Moon,299.591,(r)) (MC,179.662,(d)) (trine,4')\n(MC,162.806,(r)) (Moon,312.784,(d)) (150-quincunx,1')", 2]
['09:57:12', "(MC,162.842,(r)) (Moon,312.785,(d)) (150-quincunx,3')", 1]
['09:57:20', "(MC,162.878,(r)) (Moon,312.785,(d)) (150-quincunx,6')", 1]
['09:57:28', '', 0]
['09:57:36', "(ASC,230.831,(r)) (Pluto,110.920,(c)) (trine,5')", 1]
['09:57:44', "(ASC,230.854,(r)) (Pluto,110.920,(c)) (trine,4')", 1]
['09:57:51', "(ASC,230.877,(r)) (Pluto,110.921,(c)) (trine,3')", 1]
['09:57:59', "(ASC,230.901,(r)) (Pluto,110.921,(c)) (trine,1')", 1]
['09:58:07', "(ASC,230.924,(r)) (Pluto,110.922,(c)) (trine,0')", 1]
['09:58:15', "(ASC,230.947,(r)) (Pluto,110.923,(c)) (trine,1')", 1]
['09:58:23', "(ASC,230.970,(r)) (Pluto,110.923,(c)) (trine,3')", 1]
['09:58:31', "(ASC,230.993,(r)) (Pluto,110.924,(c)) (trine,4')", 1]
['09:58:39', "(ASC,231.016,(r)) (Pluto,110.924,(c)) (trine,5')", 1]
['09:58:47', '', 0]
['09:58:56', '', 0]
['09:59:04', '', 0]
['09:59:12', '', 0]
['09:59:20', '', 0]
['09:59:27', "(Mean_Node,190.599,(r)) (ASC,220.515,(c)) (30-semisextile,5')", 1]
['09:59:35', "(Mean_Node,190.599,(r)) (ASC,220.537,(c)) (30-semisextile,4')", 1]
['09:59:43', "(Mean_Node,190.599,(r)) (ASC,220.560,(c)) (30-semisextile,2')", 1]
['09:59:51', "(Mean_Node,190.599,(r)) (ASC,220.583,(c)) (30-semisextile,1')", 1]
['09:59:59', "(Mean_Node,190.599,(r)) (ASC,220.606,(c)) (30-semisextile,0')", 1]
['10:00:07', "(Mean_Node,190.599,(r)) (ASC,220.628,(c)) (30-semisextile,2')", 1]
['10:00:15', "(Mean_Node,190.599,(r)) (ASC,220.651,(c)) (30-semisextile,3')", 1]
['10:00:23', "(Mean_Node,190.599,(r)) (ASC,220.674,(c)) (30-semisextile,4')", 1]
['10:00:31', '', 0]
['10:00:39', '', 0]
['10:00:47', '', 0]
['10:00:56', '', 0]
['10:01:04', '', 0]
['10:01:11', '', 0]
['10:01:19', '', 0]
['10:01:27', "(Mars,182.462,(r)) (ASC,242.385,(d)) (sextile,5')", 1]
['10:01:35', "(Mars,182.462,(r)) (ASC,242.409,(d)) (sextile,3')", 1]
['10:01:43', "(Mars,182.462,(r)) (ASC,242.433,(d)) (sextile,2')", 1]
['10:01:51', "(Mars,182.462,(r)) (ASC,242.456,(d)) (sextile,0')", 1]
['10:01:59', "(Mars,182.462,(r)) (ASC,242.480,(d)) (sextile,1')\n(Neptune,176.019,(r)) (ASC,220.947,(c)) (45-semisquare,4')", 2]
['10:02:07', "(Mars,182.462,(r)) (ASC,242.504,(d)) (sextile,3')\n(Neptune,176.019,(r)) (ASC,220.970,(c)) (45-semisquare,3')", 2]
['10:02:15', "(Mars,182.462,(r)) (ASC,242.528,(d)) (sextile,4')\n(Neptune,176.019,(r)) (ASC,220.993,(c)) (45-semisquare,2')", 2]
['10:02:23', "(Mars,182.462,(r)) (ASC,242.552,(d)) (sextile,5')\n(Neptune,176.019,(r)) (ASC,221.016,(c)) (45-semisquare,0')", 2]
['10:02:31', "(Neptune,176.019,(r)) (ASC,221.038,(c)) (45-semisquare,1')", 1]
['10:02:39', "(Neptune,176.019,(r)) (ASC,221.061,(c)) (45-semisquare,3')", 1]
['10:02:47', "(Neptune,176.019,(r)) (ASC,221.084,(c)) (45-semisquare,4')", 1]
['10:02:55', "(Neptune,176.019,(r)) (ASC,221.107,(c)) (45-semisquare,5')", 1]
['10:03:03', '', 0]
['10:03:11', '', 0]
['10:03:19', '', 0]
['10:03:27', '', 0]
['10:03:35', '', 0]
['10:03:43', "(Venus,152.864,(r)) (ASC,242.791,(d)) (square,4')", 1]
['10:03:51', "(Venus,152.864,(r)) (ASC,242.815,(d)) (square,3')", 1]
['10:03:59', "(Venus,152.864,(r)) (ASC,242.839,(d)) (square,2')", 1]
['10:04:07', "(Venus,152.865,(r)) (ASC,242.863,(d)) (square,0')", 1]
['10:04:15', "(Venus,152.865,(r)) (ASC,242.887,(d)) (square,1')", 1]
['10:04:23', "(Venus,152.865,(r)) (ASC,242.911,(d)) (square,3')", 1]
['10:04:31', "(Venus,152.865,(r)) (ASC,242.935,(d)) (square,4')", 1]
['10:04:39', '', 0]
['10:04:47', '', 0]
['10:04:55', '', 0]
['10:05:03', '', 0]
['10:05:11', '', 0]
['10:05:19', '', 0]
['10:05:27', "(MC,165.073,(r)) (Saturn,30.150,(c)) (135-sesquisquare,5')", 1]
['10:05:35', "(MC,165.109,(r)) (Saturn,30.149,(c)) (135-sesquisquare,2')", 1]
['10:05:43', "(MC,165.145,(r)) (Saturn,30.148,(c)) (135-sesquisquare,0')", 1]
['10:05:51', "(MC,165.182,(r)) (Saturn,30.147,(c)) (135-sesquisquare,2')", 1]
['10:06:00', "(MC,165.218,(r)) (Saturn,30.146,(c)) (135-sesquisquare,4')", 1]
['10:06:08', '', 0]
['10:06:15', '', 0]
['10:06:23', '', 0]
['10:06:31', '', 0]
['10:06:39', "(Mars,182.464,(r)) (MC,182.285,(d)) (conjunction,11')", 1]
['10:06:47', "(Mars,182.464,(r)) (MC,182.321,(d)) (conjunction,9')", 1]
['10:06:56', "(Mars,182.464,(r)) (MC,182.358,(d)) (conjunction,6')", 1]
['10:07:04', "(Mars,182.464,(r)) (MC,182.394,(d)) (conjunction,4')", 1]
['10:07:12', "(Mars,182.464,(r)) (MC,182.431,(d)) (conjunction,2')", 1]
['10:07:20', "(Mars,182.464,(r)) (MC,182.467,(d)) (conjunction,0')", 1]
['10:07:28', "(Mars,182.464,(r)) (MC,182.504,(d)) (conjunction,2')", 1]
['10:07:36', "(Mars,182.464,(r)) (MC,182.540,(d)) (conjunction,5')", 1]
['10:07:44', "(Mars,182.464,(r)) (MC,182.576,(d)) (conjunction,7')", 1]
['10:07:52', "(Mars,182.464,(r)) (MC,182.613,(d)) (conjunction,9')", 1]
['10:07:59', '', 0]
['10:08:07', '', 0]
['10:08:15', '', 0]
['10:08:23', '', 0]
['10:08:31', "(Venus,152.868,(r)) (MC,182.795,(d)) (30-semisextile,4')", 1]
['10:08:39', "(Venus,152.868,(r)) (MC,182.831,(d)) (30-semisextile,2')\n(MC,165.939,(r)) (Venus,136.023,(c)) (30-semisextile,5')", 2]
['10:08:47', "(Venus,152.868,(r)) (MC,182.868,(d)) (30-semisextile,0')\n(MC,165.975,(r)) (Venus,136.020,(c)) (30-semisextile,3')", 2]
['10:08:56', "(Venus,152.868,(r)) (MC,182.904,(d)) (30-semisextile,2')\n(MC,166.011,(r)) (Venus,136.018,(c)) (30-semisextile,0')", 2]
['10:09:04', "(Venus,152.868,(r)) (MC,182.941,(d)) (30-semisextile,4')\n(MC,166.047,(r)) (Venus,136.015,(c)) (30-semisextile,2')", 2]
['10:09:12', "(MC,166.083,(r)) (Venus,136.013,(c)) (30-semisextile,4')", 1]
['10:09:20', '', 0]
['10:09:28', "(Moon,299.699,(r)) (MC,149.613,(c)) (150-quincunx,5')", 1]
['10:09:36', "(Moon,299.701,(r)) (MC,149.648,(c)) (150-quincunx,3')", 1]
['10:09:43', "(Moon,299.702,(r)) (MC,149.683,(c)) (150-quincunx,1')", 1]
['10:09:51', "(Moon,299.703,(r)) (MC,149.718,(c)) (150-quincunx,1')", 1]
['10:09:59', "(Moon,299.704,(r)) (MC,149.753,(c)) (150-quincunx,3')", 1]
['10:10:07', "(Moon,299.705,(r)) (MC,149.788,(c)) (150-quincunx,5')", 1]
['10:10:15', '', 0]
['10:10:23', '', 0]
['10:10:31', '', 0]
['10:10:39', '', 0]
['10:10:47', '', 0]
['10:10:56', '', 0]
['10:11:04', "(Pluto,124.185,(r)) (ASC,244.112,(d)) (trine,4')", 1]
['10:11:12', "(Pluto,124.185,(r)) (ASC,244.136,(d)) (trine,3')", 1]
['10:11:19', "(Pluto,124.185,(r)) (ASC,244.160,(d)) (trine,2')", 1]
['10:11:27', "(Pluto,124.185,(r)) (ASC,244.184,(d)) (trine,0')\n(ASC,233.233,(r)) (Saturn,53.404,(d)) (opposition,10')", 2]
['10:11:35', "(Pluto,124.185,(r)) (ASC,244.208,(d)) (trine,1')\n(ASC,233.256,(r)) (Saturn,53.407,(d)) (opposition,9')", 2]
['10:11:43', "(Pluto,124.185,(r)) (ASC,244.232,(d)) (trine,3')\n(ASC,233.280,(r)) (Saturn,53.410,(d)) (opposition,8')", 2]
['10:11:51', "(Pluto,124.185,(r)) (ASC,244.256,(d)) (trine,4')\n(ASC,233.303,(r)) (Saturn,53.413,(d)) (opposition,7')", 2]
['10:11:59', "(ASC,233.326,(r)) (Saturn,53.416,(d)) (opposition,5')", 1]
['10:12:07', "(ASC,233.349,(r)) (Saturn,53.419,(d)) (opposition,4')", 1]
['10:12:15', "(ASC,233.372,(r)) (Saturn,53.423,(d)) (opposition,3')", 1]
['10:12:23', "(ASC,233.395,(r)) (Saturn,53.426,(d)) (opposition,2')", 1]
['10:12:31', "(ASC,233.418,(r)) (Saturn,53.429,(d)) (opposition,1')", 1]
['10:12:39', "(ASC,233.442,(r)) (Saturn,53.432,(d)) (opposition,1')", 1]
['10:12:47', "(ASC,233.465,(r)) (Saturn,53.435,(d)) (opposition,2')\n(MC,167.059,(r)) (Mars,167.207,(c)) (conjunction,9')", 2]
['10:12:56', "(ASC,233.488,(r)) (Saturn,53.438,(d)) (opposition,3')\n(MC,167.095,(r)) (Mars,167.204,(c)) (conjunction,7')", 2]
['10:13:03', "(ASC,233.511,(r)) (Saturn,53.441,(d)) (opposition,4')\n(MC,167.131,(r)) (Mars,167.202,(c)) (conjunction,4')", 2]
['10:13:11', "(ASC,233.534,(r)) (Saturn,53.445,(d)) (opposition,5')\n(MC,167.167,(r)) (Mars,167.199,(c)) (conjunction,2')", 2]
['10:13:19', "(Pluto,124.185,(r)) (MC,184.106,(d)) (sextile,5')\n(ASC,233.557,(r)) (Saturn,53.448,(d)) (opposition,7')\n(MC,167.203,(r)) (Mars,167.197,(c)) (conjunction,0')", 3]
['10:13:27', "(Pluto,124.185,(r)) (MC,184.142,(d)) (sextile,3')\n(ASC,233.581,(r)) (Saturn,53.451,(d)) (opposition,8')\n(MC,167.239,(r)) (Mars,167.194,(c)) (conjunction,3')", 3]
['10:13:35', "(Pluto,124.185,(r)) (MC,184.179,(d)) (sextile,0')\n(ASC,233.604,(r)) (Saturn,53.454,(d)) (opposition,9')\n(MC,167.276,(r)) (Mars,167.192,(c)) (conjunction,5')", 3]
['10:13:43', "(Pluto,124.185,(r)) (MC,184.215,(d)) (sextile,2')\n(ASC,233.627,(r)) (Saturn,53.457,(d)) (opposition,10')\n(MC,167.312,(r)) (Mars,167.189,(c)) (conjunction,7')", 3]
['10:13:51', "(Pluto,124.185,(r)) (MC,184.251,(d)) (sextile,4')\n(MC,167.348,(r)) (Mars,167.187,(c)) (conjunction,10')", 2]
['10:13:59', '', 0]
['10:14:07', '', 0]
['10:14:15', '', 0]
['10:14:23', "(Saturn,43.235,(r)) (ASC,223.067,(c)) (opposition,10')", 1]
['10:14:31', "(Saturn,43.235,(r)) (ASC,223.090,(c)) (opposition,9')", 1]
['10:14:39', "(Saturn,43.235,(r)) (ASC,223.113,(c)) (opposition,7')", 1]
['10:14:47', "(Saturn,43.235,(r)) (ASC,223.136,(c)) (opposition,6')", 1]
['10:14:55', "(Saturn,43.235,(r)) (ASC,223.158,(c)) (opposition,5')", 1]
['10:15:03', "(Saturn,43.235,(r)) (ASC,223.181,(c)) (opposition,3')", 1]
['10:15:11', "(Saturn,43.235,(r)) (ASC,223.204,(c)) (opposition,2')", 1]
['10:15:19', "(Saturn,43.235,(r)) (ASC,223.227,(c)) (opposition,1')", 1]
['10:15:27', "(Saturn,43.235,(r)) (ASC,223.250,(c)) (opposition,1')", 1]
