['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['1929-07-27 20:04:15', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.386,(c)) (conjunction,7.53')", "(Mean_Node,47.260,(r)) (H7,47.242,(c)) (conjunction,1.07')", '4', '5', '6', '7', '8', '9', '10', '11', '12', "(Uranus,11.337,(r)) (H9,101.284,(c)) (square,3.16')", '14', '15', "(Sun,124.266,(r)) (H10,214.240,(d)) (square,1.52')", '17', '18', "(Pluto,108.354,(r)) (H10,108.276,(c)) (conjunction,4.69')", 5]
['1929-07-27 20:04:23', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.412,(c)) (conjunction,9.10')", "(Mean_Node,47.260,(r)) (H7,47.269,(c)) (conjunction,0.50')", "(Mean_Node,47.260,(r)) (H7,47.102,(c)) (conjunction,9.49')", '5', '6', '7', '8', '9', '10', '11', '12', "(Uranus,11.337,(r)) (H9,101.316,(c)) (square,1.26')", '14', '15', "(Sun,124.266,(r)) (H10,214.275,(d)) (square,0.55')", '17', '18', "(Pluto,108.354,(r)) (H10,108.307,(c)) (conjunction,2.82')", 6]
['1929-07-27 20:04:31', '0', '1', "(Mercury,120.430,(r)) (H5,0.351,(c)) (trine,4.70')\n(Mean_Node,47.260,(r)) (H7,47.438,(c)) (conjunction,10.67')", "(Mean_Node,47.260,(r)) (H7,47.295,(c)) (conjunction,2.07')", "(Mean_Node,47.260,(r)) (H7,47.128,(c)) (conjunction,7.93')", '5', '6', '7', '8', '9', '10', '11', '12', "(Uranus,11.337,(r)) (H9,101.348,(c)) (square,0.65')", '14', '15', "(Sun,124.266,(r)) (H10,214.310,(d)) (square,2.63')", '17', '18', "(Pluto,108.354,(r)) (H10,108.338,(c)) (conjunction,0.94')", 7]
['1929-07-27 20:04:39', '0', '1', "(Mercury,120.430,(r)) (H5,0.384,(c)) (trine,2.77')", "(Mean_Node,47.260,(r)) (H7,47.321,(c)) (conjunction,3.63')", "(Mean_Node,47.260,(r)) (H7,47.154,(c)) (conjunction,6.36')", '5', '6', '7', '8', '9', '10', '11', '12', "(Uranus,11.337,(r)) (H9,101.380,(c)) (square,2.55')", '14', '15', "(Sun,124.266,(r)) (H10,214.344,(d)) (square,4.70')", '17', '18', "(Pluto,108.354,(r)) (H10,108.370,(c)) (conjunction,0.93')", 6]
['1929-07-27 20:04:47', '0', '1', "(Mercury,120.430,(r)) (H5,0.416,(c)) (trine,0.83')", "(Mean_Node,47.260,(r)) (H7,47.347,(c)) (conjunction,5.20')", "(Mean_Node,47.260,(r)) (H7,47.180,(c)) (conjunction,4.79')", '5', '6', '7', '8', '9', '10', '11', '12', "(Uranus,11.337,(r)) (H9,101.411,(c)) (square,4.46')", '14', "(Moon,13.333,(r)) (H10,133.268,(c)) (trine,3.92')", '16', '17', "(Neptune,150.108,(r)) (H8,149.961,(d)) (conjunction,8.80')", "(Pluto,108.354,(r)) (H10,108.401,(c)) (conjunction,2.80')", 7]
['1929-07-27 20:04:56', '0', '1', "(Mercury,120.430,(r)) (H5,0.449,(c)) (trine,1.10')", "(Mean_Node,47.260,(r)) (H7,47.373,(c)) (conjunction,6.77')", "(Mean_Node,47.260,(r)) (H7,47.206,(c)) (conjunction,3.23')", '5', '6', '7', '8', '9', '10', '11', '12', "(Mercury,120.430,(r)) (H10,210.339,(d)) (square,5.47')", '14', "(Moon,13.334,(r)) (H10,133.301,(c)) (trine,1.99')", '16', '17', "(Neptune,150.108,(r)) (H8,150.006,(d)) (conjunction,6.10')", "(Pluto,108.354,(r)) (H10,108.432,(c)) (conjunction,4.68')", 7]
['1929-07-27 20:05:04', '0', '1', "(Mercury,120.431,(r)) (H5,0.481,(c)) (trine,3.03')", "(Mean_Node,47.260,(r)) (H7,47.399,(c)) (conjunction,8.33')", "(Mean_Node,47.260,(r)) (H7,47.233,(c)) (conjunction,1.66')", '5', '6', '7', '8', '9', '10', '11', '12', "(Mercury,120.431,(r)) (H10,210.374,(d)) (square,3.38')", '14', "(Moon,13.335,(r)) (H10,133.334,(c)) (trine,0.06')", '16', '17', "(Neptune,150.108,(r)) (H8,150.051,(d)) (conjunction,3.40')", "(Pluto,108.354,(r)) (H10,108.463,(c)) (conjunction,6.55')", 7]
['1929-07-27 20:05:12', '0', '1', "(Mercury,120.431,(r)) (H5,0.513,(c)) (trine,4.96')", "(Mean_Node,47.260,(r)) (H7,47.425,(c)) (conjunction,9.90')", "(Mean_Node,47.260,(r)) (H7,47.259,(c)) (conjunction,0.09')", '5', '6', '7', '8', '9', '10', '11', '12', "(Mercury,120.431,(r)) (H10,210.409,(d)) (square,1.29')", '14', "(Moon,13.337,(r)) (H10,133.368,(c)) (trine,1.87')", '16', '17', "(Neptune,150.108,(r)) (H8,150.096,(d)) (conjunction,0.70')", "(Pluto,108.354,(r)) (H10,108.495,(c)) (conjunction,8.43')", 7]
['1929-07-27 20:05:20', '0', '1', '2', "(Mercury,120.431,(r)) (H5,0.368,(c)) (trine,3.78')", "(Mean_Node,47.260,(r)) (H7,47.285,(c)) (conjunction,1.47')", '5', '6', '7', '8', '9', '10', '11', '12', "(Mercury,120.431,(r)) (H10,210.444,(d)) (square,0.79')", '14', "(Moon,13.338,(r)) (H10,133.401,(c)) (trine,3.80')", '16', '17', "(Neptune,150.108,(r)) (H8,150.141,(d)) (conjunction,2.00')", "(Pluto,108.354,(r)) (H10,108.526,(c)) (conjunction,10.30')", 6]
['1929-07-27 20:05:28', '0', '1', '2', "(Mercury,120.431,(r)) (H5,0.400,(c)) (trine,1.85')", "(Mean_Node,47.260,(r)) (H7,47.311,(c)) (conjunction,3.04')", '5', '6', '7', '8', '9', '10', '11', '12', "(Mercury,120.431,(r)) (H10,210.479,(d)) (square,2.88')", '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,150.186,(d)) (conjunction,4.71')", "(Neptune,150.108,(r)) (H10,240.046,(d)) (square,3.69')", 5]
