['Time', '0: 2017-09-22', '1: 2024-10-25', '2: 2018-02-19', '3: 2021-04-06', '4: 2016-05-26', '5: 2022-01-01', 'Count']
['2014-03-24 01:27:59', "(Uranus,11.941,(r)) (H10,236.975,(p)) (135-sesquisquare,2')\n(Pluto,283.457,(r)) (H1,328.521,(p)) (45-semisquare,4')\n(Uranus,12.140,(p)) (H10,236.975,(p)) (135-sesquisquare,10')\n(Pluto,283.493,(p)) (H1,328.521,(p)) (45-semisquare,2')\n(Saturn,232.938,(r)) (H1,322.937,(c)) (square,0')\n(Saturn,233.051,(c)) (H1,322.937,(c)) (square,7')", "(Sun,3.330,(r)) (H10,243.182,(p)) (trine,9')\n(Moon,273.166,(r)) (H10,243.182,(p)) (30-semisextile,1')\n(Venus,316.804,(r)) (Moon,136.444,(c)) (opposition,22')\n(Uranus,11.941,(r)) (H3,12.014,(c)) (conjunction,4')", "(Mean_Node,209.922,(r)) (Moon,329.487,(p)) (trine,26')\n(Uranus,12.164,(p)) (H4,57.337,(p)) (45-semisquare,10')\n(H7,145.726,(r)) (Jupiter,100.746,(c)) (45-semisquare,1')", "(Mean_Node,209.922,(r)) (H4,60.082,(p)) (150-quincunx,10')\n(H4,53.874,(r)) (Venus,323.963,(p)) (square,5')\n(Neptune,336.089,(r)) (H12,290.918,(c)) (45-semisquare,10')\n(Mean_Node,209.922,(r)) (Moon,179.897,(c)) (30-semisextile,2')\n(Neptune,335.840,(c)) (H12,290.918,(c)) (45-semisquare,5')", "(H10,233.874,(r)) (Mars,203.747,(p)) (30-semisextile,8')\n(Mars,203.747,(p)) (H8,173.777,(p)) (30-semisextile,2')\n(Sun,3.330,(r)) (Moon,243.161,(c)) (trine,10')\n(Moon,273.166,(r)) (Moon,243.161,(c)) (30-semisextile,0')\n(Mars,204.954,(c)) (H12,294.867,(c)) (square,5')", "(Mars,204.377,(r)) (Moon,24.731,(p)) (opposition,21')\n(H1,325.726,(r)) (Sun,355.603,(c)) (30-semisextile,7')", 25]
['2014-03-24 01:47:59', '0', "(H10,238.740,(r)) (Sun,13.818,(p)) (135-sesquisquare,5')\n(Venus,316.818,(r)) (Moon,136.611,(c)) (opposition,12')\n(Moon,136.611,(c)) (H3,17.074,(c)) (trine,28')", "(Sun,3.343,(r)) (H7,153.268,(p)) (150-quincunx,5')\n(Moon,273.361,(r)) (H7,153.268,(p)) (trine,6')\n(Mean_Node,209.922,(r)) (Moon,329.689,(p)) (trine,14')\n(H7,150.128,(r)) (Moon,329.689,(p)) (opposition,26')\n(Uranus,11.942,(r)) (H7,146.998,(c)) (135-sesquisquare,3')\n(H7,150.128,(r)) (Mean_Node,210.129,(c)) (sextile,0')", "(H1,330.128,(r)) (Moon,14.648,(p)) (45-semisquare,29')\n(Mars,204.373,(r)) (H1,324.498,(c)) (trine,8')\n(Mean_Node,209.922,(r)) (Moon,180.071,(c)) (30-semisextile,9')\n(H1,330.128,(r)) (Moon,180.071,(c)) (150-quincunx,3')", "(Sun,3.343,(r)) (Moon,243.349,(c)) (trine,0')\n(Moon,273.361,(r)) (Moon,243.349,(c)) (30-semisextile,1')\n(Uranus,11.942,(r)) (H10,236.826,(c)) (135-sesquisquare,7')\n(Pluto,283.457,(r)) (H1,328.387,(c)) (45-semisquare,4')\n(Mars,204.951,(c)) (H8,174.781,(c)) (30-semisextile,10')\n(Uranus,11.819,(c)) (H10,236.826,(c)) (135-sesquisquare,0')\n(Pluto,283.431,(c)) (H1,328.387,(c)) (45-semisquare,3')", "(Neptune,336.351,(p)) (H1,336.384,(p)) (conjunction,2')", 21]
['2014-03-24 00:35:51', "(Saturn,232.939,(r)) (Moon,322.971,(p)) (square,2')\n(Mercury,337.612,(r)) (H10,217.595,(c)) (trine,1')\n(Uranus,11.742,(c)) (H1,311.591,(c)) (sextile,9')", '1', "(Pluto,283.456,(r)) (Moon,328.961,(p)) (45-semisquare,30')\n(Uranus,12.162,(p)) (H3,12.175,(p)) (conjunction,1')\n(H4,40.850,(r)) (Jupiter,100.744,(c)) (sextile,6')\n(H7,134.348,(r)) (Sun,359.411,(c)) (135-sesquisquare,4')", "(Pluto,283.456,(r)) (Moon,13.947,(p)) (square,29')\n(H1,314.348,(r)) (Moon,13.947,(p)) (sextile,24')\n(Mean_Node,209.924,(r)) (Moon,179.442,(c)) (30-semisextile,29')\n(H1,314.348,(r)) (Moon,179.442,(c)) (135-sesquisquare,6')", "(Sun,3.294,(r)) (Moon,303.706,(p)) (sextile,25')\n(Moon,272.657,(r)) (Moon,242.670,(c)) (30-semisextile,1')", "(Mars,204.387,(r)) (Moon,24.234,(p)) (opposition,9')\n(H10,220.850,(r)) (Sun,10.991,(p)) (150-quincunx,8')\n(Neptune,336.349,(p)) (H6,111.299,(p)) (135-sesquisquare,3')", 16]
['2014-03-24 00:34:47', "(Saturn,232.939,(r)) (Moon,322.961,(p)) (square,1')\n(Uranus,11.939,(r)) (H12,281.896,(c)) (square,3')\n(Uranus,11.742,(c)) (H12,281.896,(c)) (square,9')", "(H10,220.578,(r)) (Jupiter,100.522,(c)) (trine,3')\n(Mean_Node,210.486,(c)) (H10,210.607,(c)) (conjunction,7')", "(Uranus,11.939,(r)) (H3,11.905,(p)) (conjunction,2')\n(Pluto,283.456,(r)) (Moon,328.950,(p)) (45-semisquare,30')\n(Jupiter,100.939,(r)) (H7,131.036,(c)) (30-semisextile,6')", "(Pluto,283.456,(r)) (Moon,13.937,(p)) (square,29')\n(H1,314.116,(r)) (Moon,13.937,(p)) (sextile,11')\n(Sun,3.293,(r)) (H8,153.232,(c)) (150-quincunx,4')\n(Mean_Node,209.924,(r)) (Moon,179.433,(c)) (30-semisextile,30')\n(H1,314.116,(r)) (Moon,179.433,(c)) (135-sesquisquare,19')", "(Sun,3.293,(r)) (Moon,303.695,(p)) (sextile,24')\n(Moon,272.647,(r)) (Moon,242.659,(c)) (30-semisextile,1')", "(Mars,204.387,(r)) (Moon,24.223,(p)) (opposition,10')\n(Neptune,336.088,(r)) (H6,111.061,(p)) (135-sesquisquare,2')\n(Sun,3.293,(r)) (H10,213.292,(c)) (150-quincunx,0')\n(H10,220.578,(r)) (Sun,355.566,(c)) (135-sesquisquare,1')", 19]
['2014-03-24 01:26:47', "(H1,325.462,(r)) (Mars,205.280,(c)) (trine,11')", "(Venus,316.803,(r)) (Moon,136.434,(c)) (opposition,22')\n(H1,325.462,(r)) (Jupiter,100.523,(c)) (135-sesquisquare,4')", "(Uranus,11.941,(r)) (H4,57.045,(p)) (45-semisquare,6')\n(Pluto,283.457,(r)) (H7,148.585,(p)) (135-sesquisquare,8')\n(Mean_Node,209.923,(r)) (Moon,329.475,(p)) (trine,27')\n(Uranus,12.164,(p)) (H4,57.045,(p)) (45-semisquare,7')\n(Pluto,283.497,(p)) (H7,148.585,(p)) (135-sesquisquare,5')", "(Mean_Node,209.923,(r)) (H4,59.793,(p)) (150-quincunx,8')\n(H1,325.462,(r)) (Sun,10.296,(p)) (45-semisquare,10')\n(Moon,14.442,(p)) (H4,59.793,(p)) (45-semisquare,21')\n(Mean_Node,209.923,(r)) (Moon,179.886,(c)) (30-semisextile,2')", "(H10,233.580,(r)) (Mars,203.748,(p)) (30-semisextile,10')\n(Uranus,12.065,(p)) (H1,327.198,(p)) (45-semisquare,8')\n(Sun,3.329,(r)) (Moon,243.149,(c)) (trine,11')\n(Moon,273.154,(r)) (Moon,243.149,(c)) (30-semisextile,0')", "(Mars,204.377,(r)) (Moon,24.720,(p)) (opposition,21')\n(H1,325.462,(r)) (Sun,355.602,(c)) (30-semisextile,8')\n(H6,116.363,(r)) (Mars,206.185,(c)) (square,11')", 19]
['2014-03-24 00:57:59', "(Mercury,337.633,(r)) (H12,292.771,(p)) (45-semisquare,8')\n(Saturn,232.939,(r)) (Moon,323.195,(p)) (square,15')\n(Saturn,232.939,(r)) (H12,292.771,(p)) (sextile,10')\n(Saturn,232.808,(p)) (H12,292.771,(p)) (sextile,2')\n(Pluto,283.414,(c)) (H10,223.241,(c)) (sextile,10')", "(Jupiter,100.940,(r)) (H10,235.948,(p)) (135-sesquisquare,0')\n(Venus,327.652,(p)) (H1,327.592,(p)) (conjunction,4')\n(Uranus,12.544,(p)) (H1,327.592,(p)) (45-semisquare,3')\n(Jupiter,100.940,(r)) (H1,310.785,(c)) (150-quincunx,9')\n(H10,226.442,(r)) (Moon,136.194,(c)) (square,15')\n(Venus,306.633,(c)) (H10,216.638,(c)) (square,0')", "(H3,14.185,(r)) (Moon,329.184,(p)) (45-semisquare,0')\n(Sun,7.184,(p)) (H7,142.263,(p)) (135-sesquisquare,5')\n(Venus,312.936,(c)) (H4,42.863,(c)) (square,4')\n(Jupiter,100.745,(c)) (H3,10.582,(c)) (square,10')", "(Saturn,232.939,(r)) (H4,52.785,(p)) (opposition,9')\n(Saturn,232.657,(p)) (H4,52.785,(p)) (opposition,8')\n(Pluto,283.456,(r)) (H1,313.597,(c)) (30-semisextile,8')\n(Mean_Node,209.924,(r)) (Moon,179.635,(c)) (30-semisextile,17')\n(Venus,309.940,(c)) (H4,39.968,(c)) (square,2')", "(Sun,3.309,(r)) (H10,228.415,(p)) (135-sesquisquare,6')\n(Sun,3.309,(r)) (Moon,242.878,(c)) (trine,26')\n(Moon,272.873,(r)) (Moon,242.878,(c)) (30-semisextile,0')\n(Moon,242.878,(c)) (H12,288.170,(c)) (45-semisquare,17')", "(Mars,204.382,(r)) (Moon,24.445,(p)) (opposition,4')\n(Pluto,283.456,(r)) (H6,103.608,(c)) (opposition,9')", 26]
['2014-03-24 00:24:23', "(Saturn,232.940,(r)) (Moon,322.856,(p)) (square,5')", "(Moon,272.545,(r)) (H10,227.665,(p)) (45-semisquare,7')\n(H10,217.917,(r)) (Sun,352.754,(c)) (135-sesquisquare,10')", "(Pluto,283.456,(r)) (Moon,328.845,(p)) (45-semisquare,23')\n(H3,5.649,(r)) (Venus,320.704,(p)) (45-semisquare,3')", "(Moon,272.545,(r)) (H1,317.411,(p)) (45-semisquare,8')\n(Pluto,283.456,(r)) (Moon,13.836,(p)) (square,23')", "(Sun,3.286,(r)) (Moon,303.591,(p)) (sextile,18')\n(Pluto,283.456,(r)) (H1,313.574,(p)) (30-semisextile,7')\n(Mars,203.761,(p)) (H8,158.661,(p)) (45-semisquare,6')\n(Pluto,283.479,(p)) (H1,313.574,(p)) (30-semisextile,6')\n(Moon,272.545,(r)) (Moon,242.562,(c)) (30-semisextile,1')\n(H1,311.861,(r)) (Uranus,11.816,(c)) (sextile,3')\n(Neptune,336.011,(c)) (H10,215.881,(c)) (trine,8')", "(Mars,204.389,(r)) (Moon,24.124,(p)) (opposition,16')\n(Mercury,348.845,(p)) (H6,108.739,(p)) (trine,6')\n(Neptune,336.087,(r)) (H6,96.036,(c)) (trine,3')\n(Neptune,335.812,(c)) (H1,305.745,(c)) (30-semisextile,4')", 18]
['2014-03-24 01:42:47', "(Mars,204.374,(r)) (H10,234.384,(c)) (30-semisextile,1')", "(Mercury,337.674,(r)) (H1,337.505,(p)) (conjunction,10')\n(H1,328.982,(r)) (Sun,13.814,(p)) (45-semisquare,10')\n(Venus,316.814,(r)) (Moon,136.568,(c)) (opposition,15')\n(H3,25.440,(r)) (Mercury,325.278,(c)) (sextile,10')", "(Mean_Node,209.922,(r)) (Moon,329.637,(p)) (trine,17')\n(Jupiter,100.942,(r)) (H7,145.855,(c)) (45-semisquare,5')\n(Jupiter,100.747,(c)) (H7,145.855,(c)) (45-semisquare,7')", "(Mars,204.374,(r)) (H12,294.221,(c)) (square,9')\n(Mean_Node,209.922,(r)) (Moon,180.026,(c)) (30-semisextile,6')", "(Sun,3.340,(r)) (Moon,243.300,(c)) (trine,2')\n(Moon,273.310,(r)) (Moon,243.300,(c)) (30-semisextile,1')", "(Mars,204.374,(r)) (Moon,24.872,(p)) (opposition,30')\n(Neptune,336.351,(p)) (H6,126.276,(p)) (150-quincunx,4')\n(Saturn,232.938,(r)) (H1,322.769,(c)) (square,10')", 15]
['2014-03-24 00:20:23', "(Saturn,232.940,(r)) (Moon,322.815,(p)) (square,7')", "(Venus,316.757,(r)) (H10,226.665,(p)) (square,6')\n(Moon,272.506,(r)) (H1,302.661,(c)) (30-semisextile,9')", "(Pluto,283.456,(r)) (Moon,328.805,(p)) (45-semisquare,21')\n(Sun,3.283,(r)) (H4,33.208,(c)) (30-semisextile,5')", "(Uranus,11.939,(r)) (H8,161.891,(p)) (150-quincunx,3')\n(Pluto,283.456,(r)) (Moon,13.797,(p)) (square,20')\n(Pluto,283.456,(r)) (H4,43.412,(p)) (trine,3')\n(Moon,13.797,(p)) (H4,43.412,(p)) (30-semisextile,23')\n(Pluto,283.523,(p)) (H4,43.412,(p)) (trine,7')\n(Mean_Node,209.925,(r)) (H8,149.868,(c)) (sextile,3')\n(H8,155.859,(r)) (Neptune,335.838,(c)) (opposition,1')\n(Neptune,335.838,(c)) (H12,275.740,(c)) (sextile,6')\n(Mean_Node,210.298,(c)) (H4,30.234,(c)) (opposition,4')", "(Sun,3.283,(r)) (Moon,303.551,(p)) (sextile,16')\n(Pluto,283.456,(r)) (H12,283.291,(p)) (conjunction,10')\n(Moon,272.506,(r)) (Moon,242.524,(c)) (30-semisextile,1')", "(Mars,204.390,(r)) (Moon,24.086,(p)) (opposition,18')\n(H1,310.995,(r)) (Sun,10.981,(p)) (sextile,1')", 19]
['2014-03-24 01:04:15', "(Saturn,232.939,(r)) (Moon,323.258,(p)) (square,19')\n(Mars,203.345,(p)) (H1,323.309,(p)) (trine,2')", "(Uranus,12.544,(p)) (H10,237.471,(p)) (135-sesquisquare,4')\n(H3,15.770,(r)) (Moon,136.246,(c)) (trine,29')", "(Sun,359.431,(c)) (H4,44.446,(c)) (45-semisquare,1')", "(Mars,204.381,(r)) (H4,54.322,(p)) (150-quincunx,4')\n(Mars,202.181,(p)) (H8,172.327,(p)) (30-semisextile,9')\n(Mean_Node,209.923,(r)) (Moon,179.690,(c)) (30-semisextile,14')\n(Moon,179.690,(c)) (H1,314.957,(c)) (135-sesquisquare,16')\n(Uranus,11.545,(c)) (H4,41.565,(c)) (30-semisextile,1')", "(Saturn,232.939,(r)) (H12,293.096,(p)) (sextile,9')\n(H1,320.529,(r)) (Sun,5.469,(p)) (45-semisquare,4')\n(Sun,3.313,(r)) (Moon,242.937,(c)) (trine,23')\n(Moon,272.934,(r)) (Moon,242.937,(c)) (30-semisextile,0')\n(Sun,1.155,(c)) (H10,226.032,(c)) (135-sesquisquare,7')", "(Mars,204.381,(r)) (Moon,24.505,(p)) (opposition,7')\n(H6,111.333,(r)) (Neptune,336.350,(p)) (135-sesquisquare,1')", 17]
['2014-03-24 01:41:12', "(H10,237.093,(r)) (Uranus,12.141,(p)) (135-sesquisquare,3')", "(Venus,316.813,(r)) (Moon,136.554,(c)) (opposition,16')", "(Mean_Node,209.922,(r)) (Moon,329.621,(p)) (trine,18')", "(Sun,3.339,(r)) (H4,63.246,(p)) (sextile,6')\n(Moon,273.294,(r)) (H4,63.246,(p)) (150-quincunx,3')\n(Saturn,232.938,(r)) (H1,323.009,(c)) (square,4')\n(Mean_Node,209.922,(r)) (Moon,180.012,(c)) (30-semisextile,5')\n(H8,175.044,(r)) (Venus,309.968,(c)) (135-sesquisquare,5')\n(Saturn,233.145,(c)) (H1,323.009,(c)) (square,8')", "(H10,237.093,(r)) (Uranus,12.065,(p)) (135-sesquisquare,2')\n(Sun,3.339,(r)) (Moon,243.285,(c)) (trine,3')\n(Moon,273.294,(r)) (Moon,243.285,(c)) (30-semisextile,1')\n(Uranus,11.942,(r)) (H1,326.890,(c)) (45-semisquare,3')\n(H8,175.044,(r)) (Mars,204.952,(c)) (30-semisextile,6')\n(Saturn,233.010,(c)) (H8,173.156,(c)) (sextile,9')\n(Uranus,11.819,(c)) (H1,326.890,(c)) (45-semisquare,4')", "(Mars,204.374,(r)) (Moon,24.857,(p)) (opposition,29')\n(Neptune,336.089,(r)) (H6,125.916,(p)) (150-quincunx,10')\n(Saturn,233.163,(c)) (H6,113.263,(c)) (trine,6')", 19]
['2014-03-24 01:39:51', "(H10,236.769,(r)) (Uranus,11.744,(c)) (135-sesquisquare,2')", "(H10,236.769,(r)) (Jupiter,101.696,(p)) (135-sesquisquare,4')\n(Venus,316.812,(r)) (Moon,136.543,(c)) (opposition,16')", "(Mean_Node,209.922,(r)) (Moon,329.607,(p)) (trine,19')\n(Mercury,343.136,(p)) (H3,28.239,(p)) (45-semisquare,6')\n(H4,56.769,(r)) (Uranus,11.721,(c)) (45-semisquare,3')", "(Mean_Node,209.922,(r)) (Moon,180.000,(c)) (30-semisextile,5')\n(H1,328.335,(r)) (Pluto,283.365,(c)) (45-semisquare,2')", "(Mean_Node,209.922,(r)) (H1,330.077,(p)) (trine,9')\n(Sun,3.338,(r)) (Moon,243.273,(c)) (trine,4')\n(Moon,273.281,(r)) (Moon,243.273,(c)) (30-semisextile,1')\n(Saturn,232.938,(r)) (H8,172.838,(c)) (sextile,6')\n(H10,236.769,(r)) (Uranus,11.819,(c)) (135-sesquisquare,3')\n(Mars,204.952,(c)) (H10,234.845,(c)) (30-semisextile,6')\n(Saturn,233.010,(c)) (H8,172.838,(c)) (sextile,10')", "(Mars,204.374,(r)) (Moon,24.844,(p)) (opposition,28')\n(Saturn,232.938,(r)) (H6,112.965,(c)) (trine,2')\n(H1,328.335,(r)) (Mercury,328.166,(c)) (conjunction,10')\n(H1,328.335,(r)) (Pluto,283.354,(c)) (45-semisquare,1')", 19]
['2014-03-24 00:22:23', "(Saturn,232.940,(r)) (Moon,322.835,(p)) (square,6')", "(Mercury,325.224,(c)) (H3,355.302,(c)) (30-semisextile,5')", "(Jupiter,100.939,(r)) (H4,41.038,(p)) (sextile,6')\n(Pluto,283.456,(r)) (Moon,328.825,(p)) (45-semisquare,22')\n(Jupiter,101.179,(p)) (H4,41.038,(p)) (sextile,8')", "(Pluto,283.456,(r)) (Moon,13.816,(p)) (square,22')\n(H8,156.329,(r)) (Neptune,336.325,(p)) (opposition,0')\n(Moon,13.816,(p)) (H4,43.918,(p)) (30-semisextile,6')\n(Uranus,12.340,(p)) (H8,162.364,(p)) (150-quincunx,1')\n(Neptune,336.087,(r)) (H12,276.194,(c)) (sextile,6')\n(H1,311.428,(r)) (Sun,356.293,(c)) (45-semisquare,8')\n(Neptune,335.838,(c)) (H1,305.895,(c)) (30-semisextile,3')\n(Mean_Node,210.298,(c)) (H8,150.334,(c)) (sextile,2')", "(Sun,3.285,(r)) (Moon,303.571,(p)) (sextile,17')\n(Moon,272.526,(r)) (Moon,242.543,(c)) (30-semisextile,1')", "(Mars,204.389,(r)) (Moon,24.105,(p)) (opposition,17')\n(Mean_Node,209.925,(r)) (H10,210.051,(c)) (conjunction,8')", 17]
['2014-03-24 00:37:27', "(Saturn,232.939,(r)) (Moon,322.987,(p)) (square,3')\n(Uranus,11.939,(r)) (H1,311.937,(c)) (sextile,0')", '1', "(Moon,272.673,(r)) (H7,137.783,(p)) (135-sesquisquare,7')\n(Pluto,283.456,(r)) (Moon,328.977,(p)) (45-semisquare,31')\n(H4,41.257,(r)) (Jupiter,101.180,(p)) (sextile,5')\n(Mercury,337.613,(r)) (H4,37.623,(c)) (sextile,1')\n(Uranus,11.719,(c)) (H7,131.614,(c)) (trine,6')", "(Moon,272.673,(r)) (H4,47.699,(p)) (135-sesquisquare,2')\n(Neptune,336.088,(r)) (H12,291.057,(p)) (45-semisquare,2')\n(Pluto,283.456,(r)) (Moon,13.963,(p)) (square,30')\n(Mean_Node,209.924,(r)) (Moon,179.456,(c)) (30-semisextile,28')\n(H1,314.695,(r)) (Moon,179.456,(c)) (135-sesquisquare,14')\n(H4,41.257,(r)) (Sun,356.303,(c)) (45-semisquare,3')\n(H8,159.881,(r)) (Venus,309.926,(c)) (150-quincunx,3')", "(Sun,3.295,(r)) (Moon,303.722,(p)) (sextile,26')\n(Moon,272.673,(r)) (Moon,242.685,(c)) (30-semisextile,1')\n(Pluto,283.456,(r)) (H12,283.575,(c)) (conjunction,7')\n(H8,159.881,(r)) (Mars,204.963,(c)) (45-semisquare,5')\n(Pluto,283.430,(c)) (H12,283.575,(c)) (conjunction,9')", "(Sun,3.295,(r)) (H10,228.369,(p)) (135-sesquisquare,4')\n(Mars,204.386,(r)) (Moon,24.249,(p)) (opposition,8')", 21]
['2014-03-24 01:49:43', '0', "(Venus,316.819,(r)) (Moon,136.625,(c)) (opposition,12')\n(H1,330.511,(r)) (Mean_Node,210.483,(c)) (trine,2')", "(Mean_Node,209.922,(r)) (Moon,329.707,(p)) (trine,13')\n(Jupiter,100.747,(c)) (H4,55.713,(c)) (45-semisquare,2')", "(Sun,3.345,(r)) (H8,183.199,(p)) (opposition,9')\n(Moon,273.378,(r)) (H8,183.199,(p)) (square,11')\n(Neptune,336.089,(r)) (H1,336.172,(p)) (conjunction,5')\n(H4,59.159,(r)) (Moon,14.665,(p)) (45-semisquare,30')\n(Neptune,336.327,(p)) (H1,336.172,(p)) (conjunction,9')\n(Saturn,232.938,(r)) (H4,52.927,(c)) (opposition,1')\n(Mean_Node,209.922,(r)) (Moon,180.086,(c)) (30-semisextile,10')\n(H1,330.511,(r)) (Moon,180.086,(c)) (150-quincunx,25')", "(Sun,3.345,(r)) (H12,303.262,(p)) (sextile,5')\n(Moon,273.378,(r)) (H12,303.262,(p)) (30-semisextile,7')\n(Sun,3.345,(r)) (Moon,243.366,(c)) (trine,1')\n(Moon,273.378,(r)) (Moon,243.366,(c)) (30-semisextile,1')", "(Mercury,337.681,(r)) (H6,127.838,(p)) (150-quincunx,9')\n(Neptune,336.089,(r)) (H10,245.917,(p)) (square,10')\n(Mars,201.914,(p)) (H1,336.770,(p)) (135-sesquisquare,9')\n(Mars,204.372,(r)) (H1,324.288,(c)) (trine,5')", 20]
['2014-03-24 01:29:44', '0', "(Moon,62.073,(p)) (H3,31.734,(p)) (30-semisextile,20')\n(Venus,316.805,(r)) (Moon,136.459,(c)) (opposition,21')", "(Mean_Node,209.922,(r)) (Moon,329.505,(p)) (trine,25')\n(H7,146.106,(r)) (Jupiter,101.182,(p)) (45-semisquare,5')\n(Moon,329.505,(p)) (H7,149.232,(p)) (opposition,16')", "(H8,172.304,(r)) (Mars,202.175,(p)) (30-semisextile,8')\n(Mean_Node,209.922,(r)) (Moon,179.912,(c)) (30-semisextile,1')\n(H1,326.106,(r)) (Mars,206.045,(c)) (trine,4')", "(Sun,3.331,(r)) (Moon,243.177,(c)) (trine,9')\n(Moon,273.183,(r)) (Moon,243.177,(c)) (30-semisextile,0')\n(Mars,204.376,(r)) (H1,324.372,(c)) (trine,0')", "(Sun,3.331,(r)) (H6,123.340,(p)) (trine,1')\n(Mars,204.376,(r)) (Moon,24.748,(p)) (opposition,22')\n(H1,326.106,(r)) (Sun,11.028,(p)) (45-semisquare,5')\n(H1,326.106,(r)) (Mars,206.185,(c)) (trine,5')\n(Neptune,335.813,(c)) (H6,110.703,(c)) (135-sesquisquare,7')", 16]
['2014-03-24 00:29:20', "(Saturn,232.940,(r)) (Moon,322.905,(p)) (square,2')\n(Mercury,342.473,(p)) (H10,222.420,(p)) (trine,3')", "(Venus,316.763,(r)) (H3,16.668,(p)) (sextile,6')\n(Moon,61.539,(p)) (H3,16.668,(p)) (45-semisquare,8')", "(Pluto,283.456,(r)) (Moon,328.895,(p)) (45-semisquare,26')\n(H7,132.930,(r)) (Mercury,343.065,(p)) (150-quincunx,8')\n(Sun,3.289,(r)) (H3,3.284,(c)) (conjunction,0')\n(H4,39.182,(r)) (Moon,219.471,(c)) (opposition,17')\n(H7,132.930,(r)) (Venus,312.916,(c)) (opposition,1')\n(Moon,219.471,(c)) (H7,129.853,(c)) (square,23')", "(Pluto,283.456,(r)) (Moon,13.884,(p)) (square,26')\n(Moon,13.884,(p)) (H8,164.008,(p)) (150-quincunx,7')\n(Moon,272.593,(r)) (H4,32.570,(c)) (trine,1')\n(Saturn,232.940,(r)) (H12,277.763,(c)) (45-semisquare,11')", "(Sun,3.289,(r)) (Moon,303.640,(p)) (sextile,21')\n(Moon,272.593,(r)) (Moon,242.608,(c)) (30-semisextile,1')\n(Neptune,336.088,(r)) (H8,156.102,(c)) (opposition,1')\n(Uranus,11.816,(c)) (H12,281.750,(c)) (square,4')\n(Neptune,336.012,(c)) (H8,156.102,(c)) (opposition,5')", "(Mars,204.388,(r)) (Moon,24.171,(p)) (opposition,13')\n(H6,103.522,(r)) (Pluto,283.528,(p)) (opposition,0')", 21]
['2014-03-24 00:47:20', "(Saturn,232.939,(r)) (Moon,323.087,(p)) (square,9')", "(H10,223.759,(r)) (Sun,13.777,(p)) (150-quincunx,1')\n(Mercury,353.313,(p)) (H10,233.340,(p)) (trine,2')\n(Venus,316.776,(r)) (H3,1.662,(c)) (45-semisquare,7')", "(Moon,219.636,(c)) (H4,40.151,(c)) (opposition,31')", "(H4,43.759,(r)) (Moon,14.059,(p)) (30-semisextile,18')\n(Uranus,11.940,(r)) (H12,281.819,(c)) (square,7')\n(Neptune,336.088,(r)) (H8,156.174,(c)) (opposition,5')\n(Mean_Node,209.924,(r)) (Moon,179.542,(c)) (30-semisextile,23')\n(Sun,356.310,(c)) (H1,311.286,(c)) (45-semisquare,1')", "(Sun,3.302,(r)) (Moon,303.821,(p)) (sextile,31')\n(Sun,3.302,(r)) (Moon,242.778,(c)) (trine,31')\n(Moon,272.769,(r)) (Moon,242.778,(c)) (30-semisextile,1')\n(Uranus,11.940,(r)) (H10,221.758,(c)) (150-quincunx,11')\n(Uranus,11.817,(c)) (H10,221.758,(c)) (150-quincunx,4')", "(Mars,204.384,(r)) (Moon,24.343,(p)) (opposition,2')\n(Saturn,232.939,(r)) (H1,323.003,(p)) (square,4')\n(Sun,355.574,(c)) (H1,310.702,(c)) (45-semisquare,8')", 18]
['2014-03-24 00:38:47', "(Saturn,232.939,(r)) (Moon,323.001,(p)) (square,4')", "(H10,221.596,(r)) (Jupiter,101.693,(p)) (trine,6')\n(Mercury,353.303,(p)) (H1,323.377,(p)) (30-semisextile,4')\n(Venus,306.620,(c)) (H1,306.634,(c)) (conjunction,1')", "(Mercury,343.075,(p)) (H3,12.919,(p)) (30-semisextile,9')\n(Uranus,11.939,(r)) (H7,131.903,(c)) (trine,2')\n(H3,9.314,(r)) (Moon,219.558,(c)) (150-quincunx,15')", "(Pluto,283.456,(r)) (Moon,13.976,(p)) (square,31')\n(H8,160.196,(r)) (Sun,10.263,(p)) (150-quincunx,4')\n(Neptune,336.325,(p)) (H12,291.354,(p)) (45-semisquare,2')\n(Mean_Node,209.924,(r)) (Moon,179.468,(c)) (30-semisextile,27')\n(H1,314.984,(r)) (Moon,179.468,(c)) (135-sesquisquare,31')\n(Venus,309.927,(c)) (H12,279.899,(c)) (30-semisextile,2')", "(Sun,3.296,(r)) (Moon,303.735,(p)) (sextile,26')\n(Uranus,11.939,(r)) (H8,162.065,(p)) (150-quincunx,8')\n(Pluto,283.456,(r)) (H10,223.599,(p)) (sextile,9')\n(Uranus,12.063,(p)) (H8,162.065,(p)) (150-quincunx,0')\n(Pluto,283.480,(p)) (H10,223.599,(p)) (sextile,7')\n(Moon,272.686,(r)) (Moon,242.697,(c)) (30-semisextile,1')\n(Pluto,283.430,(c)) (H1,313.270,(c)) (30-semisextile,10')", "(Mars,204.386,(r)) (Moon,24.262,(p)) (opposition,7')\n(Mercury,348.860,(p)) (H10,228.701,(p)) (trine,10')\n(Mars,201.931,(p)) (H6,111.954,(p)) (square,1')", 23]
