['Time', '0: 2017-01-31', '1: 2018-10-10', '2: 2018-04-15', '3: 2018-01-28', '4: 2016-10-05', '5: 2016-01-28', '6: 2015-11-04', '7: 2015-03-27', '8: 2015-03-16', '9: 2011-12-07', 'Count']
['2000-03-11 07:48:31', '0', "(Moon,55.358,(r)) (H1,55.317,(d)) (conjunction,2.45')", '2', '3', '4', "(H10,311.995,(r)) (Venus,312.088,(c)) (conjunction,5.63')", '6', '7', '8', "(H1,39.473,(r)) (Venus,339.454,(d)) (sextile,1.18')\n(H9,279.605,(r)) (Sun,339.538,(c)) (sextile,4.01')", 4]
['2000-03-11 11:17:28', '0', '1', '2', '3', "(H3,153.185,(r)) (Sun,333.077,(c)) (opposition,6.49')", "(Sun,351.192,(r)) (H3,171.198,(d)) (opposition,0.37')", '6', "(Sun,351.192,(r)) (H10,351.298,(c)) (conjunction,6.33')", "(Sun,351.192,(r)) (H10,351.330,(c)) (conjunction,8.26')", "(H10,7.440,(r)) (Moon,67.439,(d)) (sextile,0.06')", 5]
['2000-03-11 12:45:20', "(Mercury,333.363,(r)) (POF,153.339,(c)) (opposition,1.40')", '1', '2', '3', '4', '5', '6', '7', '8', "(H1,105.769,(r)) (Mercury,345.758,(d)) (trine,0.66')\n(Uranus,318.709,(r)) (H10,18.738,(c)) (sextile,1.71')", 3]
['2000-03-11 14:49:59', '0', '1', '2', "(Uranus,318.714,(r)) (H10,78.723,(d)) (trine,0.54')", '4', "(Sun,351.340,(r)) (H3,231.259,(d)) (trine,4.83')", '6', "(H10,62.195,(r)) (Uranus,302.184,(c)) (trine,0.70')", "(H10,62.195,(r)) (Uranus,302.216,(c)) (trine,1.26')", '9', 4]
['2000-03-11 08:43:20', '0', '1', '2', "(H1,51.372,(r)) (Mercury,351.335,(d)) (sextile,2.23')", '4', '5', '6', '7', '8', '9', 1]
['2000-03-11 15:26:07', "(H3,224.349,(r)) (Moon,44.479,(c)) (opposition,7.84')", "(Venus,327.726,(r)) (H10,87.692,(d)) (trine,2.08')", '2', '3', '4', '5', '6', "(H10,70.757,(r)) (Venus,310.731,(c)) (trine,1.53')", "(H10,70.757,(r)) (Venus,310.765,(c)) (trine,0.53')", "(Moon,59.811,(r)) (H10,59.788,(c)) (conjunction,1.38')", 5]
['2000-03-11 11:50:23', '0', "(Uranus,318.708,(r)) (POF,138.577,(c)) (opposition,7.80')\n(H10,16.375,(r)) (Jupiter,16.392,(c)) (conjunction,1.02')", '2', '3', "(H3,162.605,(r)) (Moon,42.515,(c)) (trine,5.42')", '5', "(Uranus,318.708,(r)) (H1,78.639,(c)) (trine,4.12')", '7', '8', '9', 4]
['2000-03-11 11:19:52', '0', '1', '2', "(POF,151.790,(r)) (Sun,331.644,(c)) (opposition,8.76')", '4', "(Sun,351.194,(r)) (H10,351.051,(c)) (conjunction,8.55')\n(H3,153.864,(r)) (Sun,333.793,(c)) (opposition,4.26')", "(Sun,351.194,(r)) (H10,351.301,(c)) (conjunction,6.40')\n(H3,153.864,(r)) (Sun,334.043,(c)) (opposition,10.78')", "(H10,8.094,(r)) (Sun,7.937,(d)) (conjunction,9.39')", '8', '9', 6]
['2000-03-11 12:12:56', '0', '1', '2', "(H3,169.157,(r)) (Venus,349.239,(d)) (opposition,4.92')", '4', '5', '6', "(Venus,327.560,(r)) (POF,147.593,(c)) (opposition,1.94')", "(Venus,327.560,(r)) (POF,147.626,(c)) (opposition,3.93')", "(Jupiter,34.750,(r)) (H10,34.577,(d)) (conjunction,10.37')", 4]
['2000-03-11 14:09:04', '0', '1', '2', "(POF,195.859,(r)) (Jupiter,15.837,(c)) (opposition,1.37')", "(Jupiter,34.766,(r)) (POF,214.611,(d)) (opposition,9.32')\n(H10,52.261,(r)) (Mercury,352.345,(d)) (sextile,5.03')\n(H10,52.261,(r)) (Jupiter,52.228,(d)) (conjunction,1.99')", '5', "(Sun,351.311,(r)) (H1,111.393,(c)) (trine,4.90')", '7', '8', '9', 5]
